Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,TCGA_annot,CNV,SURV,grRatio
DPYSL2,T47D,0.01367925,0.0,0.287766575758,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.0,0.0,0.990148448276,0.0,2.4109444,0.693123444444,0.598534166667,0.36920607142899997,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,-0.6731888,0.0,0.0,1.25028525,-0.0021333333333299997,-0.0083661,0.0,0.0,0.00171114285714,7.71578947368e-05,5.44444444444,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,0.358289325581,0.0,0.84591392,0.07072134482760001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,8.125,BS,IN,-1.5805686764700002,0.17231638418099998,NEUTRAL,LOSS,DOWNREG,1.0
DPYSL3,BT-549,0.038025916666699994,0.0,0.6383368787879999,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0074691,0.166138611111,0.0,0.0236298,0.0,0.0,0.897302862069,0.0,-1.5591114,0.425509222222,0.387086566667,0.461941214286,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.10556295,0.0,0.0,1.08561725,-0.0016733333333299998,-1.834509,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,3.11111111111,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.96649844186,0.0,1.68791256,0.008594275862069999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-0.619647716721,0.40211640211599997,NEUTRAL,LOSS,UPREG,1.0
DPYSL3,HS-578-T,0.034565916666699996,0.0,0.337196969697,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.007467399999999998,0.34078394444399995,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.1569054,0.0,0.7987375333329999,0.626015821429,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.9418277,0.0,0.0,0.45508275,-0.0017724,-2.0983375,0.0,0.0,0.001436,-4.31578947368e-05,5.44444444444,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.40639965116300003,0.0,0.84592772,-0.006044103448279999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-0.619647716721,0.40211640211599997,NEUTRAL,LOSS,UPREG,1.0
DPYSL3,MCF7,0.0180271666667,0.0,0.638453363636,0.0,0.0,0.0102124761905,0.556749933333,0.0,0.0,0.004980600000000001,0.314523861111,0.0,0.0296382,0.15697724137900002,0.0,1.01786482759,0.0,2.5902814,0.9384587777779999,0.661012566667,1.02110228571,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.478113,0.0,0.0,1.06439,-0.00212726666667,-2.0984955000000003,0.0,0.0,0.00170642857143,-5.13157894737e-05,5.3976542963,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68789028,0.011880931034500001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-0.619647716721,0.40211640211599997,NEUTRAL,LOSS,UPREG,1.0
DPYSL3,MDA-MB-231,0.029240166666700002,0.0,0.955703060606,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.00641145,0.292467138889,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.100684,0.05537,0.3208661,0.7362348571430001,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.11837995,0.0,0.0,0.6162935,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,6.178768,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.333944,-0.0103577241379,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-0.619647716721,0.40211640211599997,NEUTRAL,LOSS,UPREG,1.0
DPYSL3,T47D,0.01367925,0.0,0.287766575758,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.0,0.0,0.990148448276,0.0,2.4109444,0.693123444444,0.598534166667,0.36920607142899997,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,-0.6731888,0.0,0.0,1.25028525,-0.0021333333333299997,-0.0083661,0.0,0.0,0.00171114285714,7.71578947368e-05,5.44444444444,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,0.358289325581,0.0,0.84591392,0.07072134482760001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-0.619647716721,0.40211640211599997,NEUTRAL,LOSS,UPREG,1.0
DPYS,MCF7,0.0180271666667,0.0,0.638453363636,0.0,0.0,0.0102124761905,0.556749933333,0.0,0.0,0.004980600000000001,0.314523861111,0.0,0.0296382,0.15697724137900002,0.0,1.01786482759,0.0,2.5902814,0.9384587777779999,0.661012566667,1.02110228571,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.478113,0.0,0.0,1.06439,-0.00212726666667,-2.0984955000000003,0.0,0.0,0.00170642857143,-5.13157894737e-05,5.3976542963,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68789028,0.011880931034500001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-2.3540194505,25.809523809499996,DOWNREG,GAIN,NEUTRAL,1.0
DPYS,MDA-MB-231,0.029240166666700002,0.0,0.955703060606,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.00641145,0.292467138889,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.100684,0.05537,0.3208661,0.7362348571430001,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.11837995,0.0,0.0,0.6162935,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,6.178768,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.333944,-0.0103577241379,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-2.3540194505,25.809523809499996,DOWNREG,GAIN,NEUTRAL,1.0
DPYS,T47D,0.01367925,0.0,0.287766575758,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.0,0.0,0.990148448276,0.0,2.4109444,0.693123444444,0.598534166667,0.36920607142899997,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,-0.6731888,0.0,0.0,1.25028525,-0.0021333333333299997,-0.0083661,0.0,0.0,0.00171114285714,7.71578947368e-05,5.44444444444,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,0.358289325581,0.0,0.84591392,0.07072134482760001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,2.37851162325,2.286,BS,IN,-2.3540194505,25.809523809499996,DOWNREG,GAIN,NEUTRAL,1.0
DTYMK,BT-549,0.0277658333333,0.0,1.2741416060600002,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.0033529000000000002,0.38631838888899994,0.0,0.0236298,0.0,0.0,0.897302896552,0.0,-2.1493908,0.0,0.38879236666699996,0.393211428571,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.02356635,0.0,0.0,1.08561725,-0.0016733333333299998,0.0017065000000000001,0.0,0.0,0.002315,6.13684210526e-05,-0.608979185185,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.0110752325581,0.0,0.84593156,0.00859434482759,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,4.16992500144,2.286,AF,CA,1.0075124228399999,0.22613065326600001,NEUTRAL,LOSS,NEUTRAL,1.0
DTYMK,HS-578-T,0.02587025,0.0,1.2741755454500001,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0025,0.370284444444,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,1.6732543999999998,0.0,0.7987375333329999,0.663334214286,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,-0.9201396000000001,0.0,0.0,0.08275725,-0.0017724,-2.0983375,0.0,0.0,0.00215042857143,-4.31578947368e-05,-0.71443,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.46935658139499997,0.0,0.84795988,-0.006044137931029999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,4.16992500144,2.286,AF,CA,1.0075124228399999,0.22613065326600001,NEUTRAL,LOSS,NEUTRAL,1.0
DTYMK,MCF7,0.013892833333299999,0.0,1.9104796060599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.45929813888899995,0.0,0.0296382,0.0,0.0,1.01786482759,0.0,1.7506297999999998,0.0,0.661012566667,0.494963035714,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.90041945,0.0,0.0,1.493962,-0.00212726666667,-0.0083381,0.0,0.0,0.00170642857143,-5.13157894737e-05,-0.777777777778,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.68591416,0.011880931034500001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,4.16992500144,2.353,AF,CA,1.0075124228399999,0.22613065326600001,NEUTRAL,LOSS,NEUTRAL,1.0
DTYMK,MDA-MB-231,0.029240166666700002,0.0,1.2741751515200002,0.0,0.0,0.00846214285714,0.3258198,0.0,0.0,0.00641145,0.531533083333,0.0,0.0250892,0.0,0.0,0.8668017931029999,0.0,-2.150517,0.0,0.3208661,0.667595821429,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.0024912,0.0,0.0,1.07115475,-0.0017836666666700004,-1.8087359,0.0,0.0,0.00144457142857,-4.34210526316e-05,-0.777777777778,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.0110410465116,0.0,0.84597988,-0.0103577586207,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,4.16992500144,2.286,AF,CA,1.0075124228399999,0.22613065326600001,NEUTRAL,LOSS,NEUTRAL,1.0
DTYMK,T47D,0.01367925,0.0,1.27416278788,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.226607055556,0.0,0.0297192,0.163578689655,0.0,0.990148448276,0.0,-1.8695567,0.281071222222,0.598534166667,0.6941523214290001,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,1.1812252,0.0,0.0,1.25028525,-0.0021333333333299997,0.0015019999999999999,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.777777777778,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,-0.0342566046512,0.0,0.84795224,0.00410493103448,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,4.16992500144,2.286,AF,CA,1.0075124228399999,0.22613065326600001,NEUTRAL,LOSS,NEUTRAL,1.0
DUT,BT-549,0.033885000000000005,0.0,1.91031221212,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.00498455,0.302417055556,0.0,0.0236298,0.0,0.0,0.897302862069,0.0,-1.8121797,0.298905555556,0.387086566667,0.406416464286,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.1541839,0.0,0.0,0.84251225,-0.0016733333333299998,-2.0982935,0.0,0.0,0.0013605714285699999,-4.08947368421e-05,1.71066007407,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.942454953488,0.0,1.68567676,0.0829350689655,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,3,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1091,6.02236781303,5.523,AF,CA,0.149905752052,0.15813953488399998,NEUTRAL,LOSS,NEUTRAL,1.0
DUT,HS-578-T,0.02587025,0.0,1.91029590909,0.0,0.0,0.00840480952381,0.0878822666667,0.0,0.0,0.0025,0.3565263611110001,0.0,0.02494024,0.0,0.0,1.07988524138,0.0,2.5799707,1.00746255556,0.7987375333329999,0.190245142857,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,-0.57678445,0.0,0.0,0.45508275,-0.0017724,-0.006699200000000001,0.0,0.0,0.00215042857143,-4.31578947368e-05,3.5096745555599997,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.894539186047,0.0,1.68763872,-0.006044137931029999,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,3,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1091,6.02236781303,4.155,AF,CA,0.149905752052,0.15813953488399998,NEUTRAL,LOSS,NEUTRAL,1.0
DUT,MCF7,0.013892833333299999,0.0,1.7642386363599998,0.0,0.0,0.0102124761905,0.653826933333,0.0,0.0,0.0025,0.271459083333,0.0,0.0296382,0.17684875862100002,0.0,1.01786482759,0.0,-1.7018879,0.394473555556,0.661012566667,0.245767535714,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,1.18086565,0.0,0.0,1.493962,-0.00212726666667,-2.0984955000000003,0.0,0.0,0.00170642857143,-5.13157894737e-05,0.777777777778,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,-0.0477714883721,0.0,1.49287608,0.011880931034500001,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,3,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1091,6.02236781303,7.0429999999999975,AF,CA,0.149905752052,0.15813953488399998,NEUTRAL,LOSS,NEUTRAL,1.0
DUT,MDA-MB-231,0.0243075833333,0.0,1.9102940606099998,0.0,0.0,0.00846214285714,0.325819866667,0.0,0.0,0.0034519,0.301723944444,0.0,0.0250892,0.0173717931034,0.0,0.8668017931029999,0.0,-2.1445979,0.0,0.3208661,0.839798785714,0.0,0.0,0.0,0.0103065,0.00808725,4.94776119403e-05,0.0109194285714,0.009519,0.0,1.09346345,0.0,0.0,0.6162935,-0.0017836666666700004,-0.0067512,0.0,0.0,0.00144457142857,-4.34210526316e-05,3.00982574074,0.0,8.3164556962e-05,0.0,0.0106624444444,0.0,0.00641763636364,0.009427619047620002,0.047981,0.987785232558,0.0,1.6856567999999998,-0.0103577241379,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,3,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1091,6.02236781303,6.9460000000000015,AF,CA,0.149905752052,0.15813953488399998,NEUTRAL,LOSS,NEUTRAL,1.0
DUT,T47D,0.01367925,0.0,1.9102364545500001,0.0,0.0,0.010243571428600001,0.6104086,0.0,0.0,0.0025,0.4434305,0.0,0.0297192,0.0,0.0,0.990148448276,0.0,1.6544941999999998,0.0,0.598534166667,0.31322275,0.0,0.0,0.0,0.009440100000000002,0.00957975,4.48358208955e-05,0.0107376190476,0.0126595,0.0,-0.9187748,0.0,0.0,1.25028525,-0.0021333333333299997,-0.0083661,0.0,0.0,0.00171114285714,-5.14210526316e-05,-0.719721,0.0,9.84810126582e-05,0.0,0.0,0.0,0.00760190909091,0.0094099047619,0.0,0.9424875813950001,0.0,1.68559344,0.00410489655172,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,9,8,8,5,100,100,3,7,9,9,7,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1091,6.02236781303,4.476,AF,CA,0.149905752052,0.15813953488399998,NEUTRAL,LOSS,NEUTRAL,1.0
EBP,BT-549,0.0326175,0.0,1.86085445455,0.0,0.0,0.007900666666670001,0.174623266667,0.0,0.0,0.006263899999999999,0.278291611111,0.0,0.0236298,0.0425504137931,0.0,0.897302896552,0.0,-2.1552127999999997,0.0,0.38879236666699996,0.7935383928569999,0.0,0.0,0.0,0.0105795,0.0076170000000000005,5.09402985075e-05,0.010976761904799999,0.008529,0.0,1.0721873,0.0,0.0,0.47101625,-0.0016733333333299998,-0.0037756,0.0,0.0,0.002315,6.13684210526e-05,1.4465528888899999,0.0,7.82911392405e-05,0.0,0.0106884444444,0.0,0.006044272727270001,0.00943333333333,0.048098,0.499447325581,0.0,1.62039252,0.0978960689655,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.24127043154,6.532,AL,IN,1.0294466939799998,2.02836879433,NEUTRAL,GAIN,NEUTRAL,0.0
EBP,HS-578-T,0.025699416666700003,0.0,1.91029590909,0.0,0.0,0.00840480952381,0.08788233333329999,0.0,0.0,0.0025,0.369740138889,0.0,0.024940200000000003,0.0,0.0,1.07954041379,0.0,-2.1469706000000004,0.0,0.7987375333329999,0.7236302142859999,0.0,0.0,0.0,0.0103341,0.00803925,4.96268656716e-05,0.010925238095200001,0.009418000000000001,0.0,0.98997295,0.0,0.0,0.08840725,-0.0017724,-0.006699200000000001,0.0,0.0,0.00244328571429,6.47368421053e-05,3.11025562963,0.0,8.26582278481e-05,0.0,0.010665111111099999,0.0,0.00637954545455,0.00942819047619,0.047993,0.9130442558140001,0.0,1.6856588,-0.006044137931029999,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.24127043154,4.218,AL,IN,1.0294466939799998,2.02836879433,NEUTRAL,GAIN,NEUTRAL,0.0
EBP,MCF7,0.0180271666667,0.0,1.9102374848500001,0.0,0.0,0.0102124761905,0.556749933333,0.0,0.0,0.004980600000000001,0.456264111111,0.0,0.0296382,0.0,0.0,1.01752,0.0,1.7456685,0.0,0.661012566667,0.421599464286,0.0,0.0,0.0,0.009455400000000001,0.0095535,4.49104477612e-05,0.010740761904799999,0.012605,0.0,-0.90041945,0.0,0.0,1.493962,-0.00212726666667,0.0015045,0.0,0.0,0.00170642857143,7.69473684211e-05,6.23401140741,0.0,9.82278481013e-05,0.0,0.0105811111111,0.0,0.00758127272727,0.009410285714290001,0.047615,0.440600604651,0.0,1.68559456,0.011880931034500001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.24127043154,6.178,AL,IN,1.0294466939799998,2.02836879433,NEUTRAL,GAIN,NEUTRAL,0.0
