genelistrounded,grRatio,CL,Gene,Cell Line
54363,1,DU-145,HAO1,DU-145
27235,1,DU-145,COQ2,DU-145
79087,1,DU-145,ALG12,DU-145
2523,1,DU-145,FUT1,DU-145
6581,1,DU-145,SLC22A3,DU-145
847,1,DU-145,CAT,DU-145
53947,1,DU-145,A4GALT,DU-145
10327,1,DU-145,AKR1A1,DU-145
231,1,DU-145,AKR1B1,DU-145
1716,1,DU-145,DGUOK,DU-145
50808,1,DU-145,AK3,DU-145
2544,1,DU-145,SLC37A4,DU-145
10965,1,DU-145,ACOT2,DU-145
953,1,DU-145,ENTPD1,DU-145
954,1,DU-145,ENTPD2,DU-145
955,1,DU-145,ENTPD6,DU-145
956,1,DU-145,ENTPD3,DU-145
957,1,DU-145,ENTPD5,DU-145
64841,1,DU-145,GNPNAT1,DU-145
55089,1,DU-145,SLC38A4,DU-145
28232,1,DU-145,SLCO3A1,DU-145
9488,1,DU-145,PIGB,DU-145
6715,1,DU-145,SRD5A1,DU-145
6716,1,DU-145,SRD5A2,DU-145
8443,1,DU-145,GNPAT,DU-145
226,1,DU-145,ALDOA,DU-145
230,1,DU-145,ALDOC,DU-145
6487,1,DU-145,ST3GAL3,DU-145
100,1,DU-145,ADA,DU-145
5372,1,DU-145,PMM1,DU-145
5373,1,DU-145,PMM2,DU-145
55276,1,DU-145,PGM2,DU-145
6529,1,DU-145,SLC6A1,DU-145
6538,1,DU-145,SLC6A11,DU-145
6539,1,DU-145,SLC6A12,DU-145
6540,1,DU-145,SLC6A13,DU-145
8309,1,DU-145,ACOX2,DU-145
3712,0.995029775,DU-145,IVD,DU-145
23483,1,DU-145,TGDS,DU-145
23057,1,DU-145,NMNAT2,DU-145
349565,1,DU-145,NMNAT3,DU-145
2548,1,DU-145,GAA,DU-145
11226,1,DU-145,GALNT6,DU-145
11227,1,DU-145,GALNT5,DU-145
114805,1,DU-145,GALNT13,DU-145
117248,1,DU-145,GALNT15,DU-145
2589,1,DU-145,GALNT1,DU-145
2590,1,DU-145,GALNT2,DU-145
2591,1,DU-145,GALNT3,DU-145
26290,1,DU-145,GALNT8,DU-145
50614,1,DU-145,GALNT9,DU-145
51809,1,DU-145,GALNT7,DU-145
55568,1,DU-145,GALNT10,DU-145
63917,1,DU-145,GALNT11,DU-145
79623,1,DU-145,GALNT14,DU-145
79695,1,DU-145,GALNT12,DU-145
8693,1,DU-145,GALNT4,DU-145
6505,1,DU-145,SLC1A1,DU-145
6506,1,DU-145,SLC1A2,DU-145
6507,1,DU-145,SLC1A3,DU-145
6511,1,DU-145,SLC1A6,DU-145
6512,1,DU-145,SLC1A7,DU-145
39,0.971538604,DU-145,ACAT2,DU-145
10678,1,DU-145,B3GNT2,DU-145
1036,1,DU-145,CDO1,DU-145
6476,1,DU-145,SI,DU-145
57282,1,DU-145,SLC4A10,DU-145
9498,1,DU-145,SLC4A8,DU-145
6448,1,DU-145,SGSH,DU-145
2542,1,DU-145,SLC37A4,DU-145
239,1,DU-145,ALOX12,DU-145
23396,1,DU-145,PIP5K1C,DU-145
8394,1,DU-145,PIP5K1A,DU-145
8395,1,DU-145,PIP5K1B,DU-145
5092,1,DU-145,PCBD1,DU-145
4597,0,DU-145,MVD,DU-145
26,1,DU-145,AOC1,DU-145
314,1,DU-145,AOC2,DU-145
8639,1,DU-145,AOC3,DU-145
3251,1,DU-145,HPRT1,DU-145
26873,1,DU-145,OPLAH,DU-145
2655,1,DU-145,GGCT,DU-145
6472,1,DU-145,SHMT2,DU-145
5834,1,DU-145,PYGB,DU-145
5836,1,DU-145,PYGL,DU-145
5837,1,DU-145,PYGM,DU-145
2181,1,DU-145,ACSL3,DU-145
978,1,DU-145,CDA,DU-145
2766,1,DU-145,GMPR,DU-145
51292,1,DU-145,GMPR2,DU-145
2135,1,DU-145,EXTL2,DU-145
