genelistrounded,grRatio,CL,Gene,Cell Line
3158,0.999185817,A549     ,HMGCS2,A549
587,1,A549     ,BCAT2,A549
3242,0.996219495,A549     ,HPD,A549
3293,1,A549     ,HSD17B3,A549
216,1,A549     ,ALDH1A1,A549
224,1,A549     ,ALDH3A2,A549
501,1,A549     ,ALDH7A1,A549
8854,1,A549     ,ALDH1A2,A549
10317,1,A549     ,B3GALT5,A549
27306,1,A549     ,HPGDS,A549
5730,1,A549     ,PTGDS,A549
29920,1,A549     ,PYCR2,A549
65263,1,A549     ,PYCR3,A549
3283,1,A549     ,HSD3B1,A549
3028,0.99864266,A549     ,HSD17B10,A549
11164,1,A549     ,NUDT5,A549
3418,1,A549     ,IDH2,A549
8310,1,A549     ,ACOX3,A549
8228,1,A549     ,PNPLA4,A549
23539,1,A549     ,SLC16A8,A549
9123,1,A549     ,SLC16A3,A549
9194,1,A549     ,SLC16A7,A549
4507,1,A549     ,MTAP,A549
53354,1,A549     ,PANK1,A549
55229,1,A549     ,PANK4,A549
79646,1,A549     ,PANK3,A549
80025,1,A549     ,PANK2,A549
8647,1,A549     ,ABCB11,A549
8714,1,A549     ,ABCC3,A549
8869,1,A549     ,ST3GAL5,A549
51477,1,A549     ,ISYNA1,A549
7364,1,A549     ,UGT2B7,A549
7367,1,A549     ,UGT2B17,A549
5236,1,A549     ,PGM1,A549
2348,1,A549     ,FOLR1,A549
2351,1,A549     ,,A549
2352,1,A549     ,FOLR3,A549
29906,1,A549     ,ST8SIA5,A549
10588,1,A549     ,MTHFS,A549
5833,1,A549     ,PCYT2,A549
2593,1,A549     ,GAMT,A549
4128,1,A549     ,MAOA,A549
4129,1,A549     ,MAOB,A549
79178,1,A549     ,THTPA,A549
5297,1,A549     ,PI4KA,A549
5298,1,A549     ,PI4KB,A549
55361,1,A549     ,PI4K2A,A549
113235,1,A549     ,SLC46A1,A549
10768,1,A549     ,AHCYL1,A549
191,1,A549     ,AHCY,A549
140679,1,A549     ,SLC32A1,A549
2653,0.839419362,A549     ,GCSH,A549
2731,0.839419362,A549     ,GLDC,A549
275,0.839419362,A549     ,AMT,A549
55902,1,A549     ,ACSS2,A549
30833,1,A549     ,NT5C,A549
64850,1,A549     ,ETNPPL,A549
64902,1,A549     ,AGXT2,A549
266722,1,A549     ,HS6ST3,A549
90161,1,A549     ,HS6ST2,A549
9394,1,A549     ,HS6ST1,A549
1638,1,A549     ,DCT,A549
2821,0.975402487,A549     ,GPI,A549
112611,1,A549     ,RWDD2A,A549
97,1,A549     ,ACYP1,A549
98,1,A549     ,ACYP2,A549
27232,1,A549     ,GNMT,A549
1312,1,A549     ,COMT,A549
10396,1,A549     ,ATP8A1,A549
57194,1,A549     ,ATP10A,A549
5471,0,A549     ,PPAT,A549
1854,1,A549     ,DUT,A549
3340,1,A549     ,NDST1,A549
64579,1,A549     ,NDST4,A549
8509,1,A549     ,NDST2,A549
9348,1,A549     ,NDST3,A549
