genelistrounded,grRatio,CL,Gene,Cell Line
6309,0,CCRF-CEM ,SC5D,CCRF-CEM
3294,1,CCRF-CEM ,HSD17B2,CCRF-CEM
54407,1,CCRF-CEM ,SLC38A2,CCRF-CEM
81539,1,CCRF-CEM ,SLC38A1,CCRF-CEM
55315,1,CCRF-CEM ,SLC29A3,CCRF-CEM
7390,1,CCRF-CEM ,UROS,CCRF-CEM
80055,1,CCRF-CEM ,PGAP1,CCRF-CEM
80235,1,CCRF-CEM ,PIGZ,CCRF-CEM
175,1,CCRF-CEM ,AGA,CCRF-CEM
2571,1,CCRF-CEM ,GAD1,CCRF-CEM
9453,1,CCRF-CEM ,GGPS1,CCRF-CEM
60490,1,CCRF-CEM ,PPCDC,CCRF-CEM
10400,1,CCRF-CEM ,PEMT,CCRF-CEM
10554,1,CCRF-CEM ,AGPAT1,CCRF-CEM
10555,1,CCRF-CEM ,AGPAT2,CCRF-CEM
137964,1,CCRF-CEM ,GPAT4,CCRF-CEM
55326,1,CCRF-CEM ,AGPAT5,CCRF-CEM
56894,1,CCRF-CEM ,AGPAT3,CCRF-CEM
56895,1,CCRF-CEM ,AGPAT4,CCRF-CEM
3425,1,CCRF-CEM ,IDUA,CCRF-CEM
9514,1,CCRF-CEM ,GAL3ST1,CCRF-CEM
2628,1,CCRF-CEM ,GATM,CCRF-CEM
57026,1,CCRF-CEM ,PDXP,CCRF-CEM
5728,1,CCRF-CEM ,PTEN,CCRF-CEM
5172,1,CCRF-CEM ,SLC26A4,CCRF-CEM
4907,1,CCRF-CEM ,NT5E,CCRF-CEM
3658,1,CCRF-CEM ,IREB2,CCRF-CEM
48,1,CCRF-CEM ,ACO1,CCRF-CEM
55650,1,CCRF-CEM ,PIGV,CCRF-CEM
1468,1,CCRF-CEM ,SLC25A10,CCRF-CEM
51179,1,CCRF-CEM ,HAO2,CCRF-CEM
54363,1,CCRF-CEM ,HAO1,CCRF-CEM
27235,1,CCRF-CEM ,COQ2,CCRF-CEM
79087,1,CCRF-CEM ,ALG12,CCRF-CEM
2523,1,CCRF-CEM ,FUT1,CCRF-CEM
6581,1,CCRF-CEM ,SLC22A3,CCRF-CEM
847,1,CCRF-CEM ,CAT,CCRF-CEM
53947,1,CCRF-CEM ,A4GALT,CCRF-CEM
10327,1,CCRF-CEM ,AKR1A1,CCRF-CEM
231,1,CCRF-CEM ,AKR1B1,CCRF-CEM
1716,1,CCRF-CEM ,DGUOK,CCRF-CEM
50808,1,CCRF-CEM ,AK3,CCRF-CEM
2544,1,CCRF-CEM ,SLC37A4,CCRF-CEM
10965,1,CCRF-CEM ,ACOT2,CCRF-CEM
953,1,CCRF-CEM ,ENTPD1,CCRF-CEM
954,1,CCRF-CEM ,ENTPD2,CCRF-CEM
955,1,CCRF-CEM ,ENTPD6,CCRF-CEM
956,1,CCRF-CEM ,ENTPD3,CCRF-CEM
957,1,CCRF-CEM ,ENTPD5,CCRF-CEM
64841,1,CCRF-CEM ,GNPNAT1,CCRF-CEM
55089,1,CCRF-CEM ,SLC38A4,CCRF-CEM
28232,1,CCRF-CEM ,SLCO3A1,CCRF-CEM
9488,1,CCRF-CEM ,PIGB,CCRF-CEM
6715,1,CCRF-CEM ,SRD5A1,CCRF-CEM
6716,1,CCRF-CEM ,SRD5A2,CCRF-CEM
8443,1,CCRF-CEM ,GNPAT,CCRF-CEM
226,1,CCRF-CEM ,ALDOA,CCRF-CEM
230,1,CCRF-CEM ,ALDOC,CCRF-CEM
6487,1,CCRF-CEM ,ST3GAL3,CCRF-CEM
100,1,CCRF-CEM ,ADA,CCRF-CEM
5372,1,CCRF-CEM ,PMM1,CCRF-CEM
5373,1,CCRF-CEM ,PMM2,CCRF-CEM
55276,1,CCRF-CEM ,PGM2,CCRF-CEM
6529,1,CCRF-CEM ,SLC6A1,CCRF-CEM
6538,1,CCRF-CEM ,SLC6A11,CCRF-CEM
6539,1,CCRF-CEM ,SLC6A12,CCRF-CEM
6540,1,CCRF-CEM ,SLC6A13,CCRF-CEM
8309,1,CCRF-CEM ,ACOX2,CCRF-CEM
3712,0.998740186,CCRF-CEM ,IVD,CCRF-CEM
23483,1,CCRF-CEM ,TGDS,CCRF-CEM
23057,1,CCRF-CEM ,NMNAT2,CCRF-CEM
349565,1,CCRF-CEM ,NMNAT3,CCRF-CEM
2548,1,CCRF-CEM ,GAA,CCRF-CEM
11226,1,CCRF-CEM ,GALNT6,CCRF-CEM
11227,1,CCRF-CEM ,GALNT5,CCRF-CEM
114805,1,CCRF-CEM ,GALNT13,CCRF-CEM
117248,1,CCRF-CEM ,GALNT15,CCRF-CEM
2589,1,CCRF-CEM ,GALNT1,CCRF-CEM
2590,1,CCRF-CEM ,GALNT2,CCRF-CEM
2591,1,CCRF-CEM ,GALNT3,CCRF-CEM
26290,1,CCRF-CEM ,GALNT8,CCRF-CEM
50614,1,CCRF-CEM ,GALNT9,CCRF-CEM
51809,1,CCRF-CEM ,GALNT7,CCRF-CEM
55568,1,CCRF-CEM ,GALNT10,CCRF-CEM
63917,1,CCRF-CEM ,GALNT11,CCRF-CEM
79623,1,CCRF-CEM ,GALNT14,CCRF-CEM
79695,1,CCRF-CEM ,GALNT12,CCRF-CEM
8693,1,CCRF-CEM ,GALNT4,CCRF-CEM
6505,1,CCRF-CEM ,SLC1A1,CCRF-CEM
6506,1,CCRF-CEM ,SLC1A2,CCRF-CEM
6507,1,CCRF-CEM ,SLC1A3,CCRF-CEM
6511,1,CCRF-CEM ,SLC1A6,CCRF-CEM
6512,1,CCRF-CEM ,SLC1A7,CCRF-CEM
39,0.969782896,CCRF-CEM ,ACAT2,CCRF-CEM
10678,1,CCRF-CEM ,B3GNT2,CCRF-CEM
