genelistrounded,grRatio,CL,Gene,Cell Line
11227,1,BT-549    ,GALNT5,BT-549
114805,1,BT-549    ,GALNT13,BT-549
117248,1,BT-549    ,GALNT15,BT-549
2589,1,BT-549    ,GALNT1,BT-549
2590,1,BT-549    ,GALNT2,BT-549
2591,1,BT-549    ,GALNT3,BT-549
26290,1,BT-549    ,GALNT8,BT-549
50614,1,BT-549    ,GALNT9,BT-549
51809,1,BT-549    ,GALNT7,BT-549
55568,1,BT-549    ,GALNT10,BT-549
63917,1,BT-549    ,GALNT11,BT-549
79623,1,BT-549    ,GALNT14,BT-549
79695,1,BT-549    ,GALNT12,BT-549
8693,1,BT-549    ,GALNT4,BT-549
6505,1,BT-549    ,SLC1A1,BT-549
6506,1,BT-549    ,SLC1A2,BT-549
6507,1,BT-549    ,SLC1A3,BT-549
6511,1,BT-549    ,SLC1A6,BT-549
6512,1,BT-549    ,SLC1A7,BT-549
39,0.969782896,BT-549    ,ACAT2,BT-549
10678,1,BT-549    ,B3GNT2,BT-549
1036,1,BT-549    ,CDO1,BT-549
6476,1,BT-549    ,SI,BT-549
57282,1,BT-549    ,SLC4A10,BT-549
9498,1,BT-549    ,SLC4A8,BT-549
6448,1,BT-549    ,SGSH,BT-549
2542,1,BT-549    ,SLC37A4,BT-549
239,1,BT-549    ,ALOX12,BT-549
23396,1,BT-549    ,PIP5K1C,BT-549
8394,1,BT-549    ,PIP5K1A,BT-549
8395,1,BT-549    ,PIP5K1B,BT-549
5092,1,BT-549    ,PCBD1,BT-549
4597,0,BT-549    ,MVD,BT-549
26,1,BT-549    ,AOC1,BT-549
314,1,BT-549    ,AOC2,BT-549
8639,1,BT-549    ,AOC3,BT-549
3251,1,BT-549    ,HPRT1,BT-549
26873,1,BT-549    ,OPLAH,BT-549
2655,1,BT-549    ,GGCT,BT-549
6472,1,BT-549    ,SHMT2,BT-549
5834,1,BT-549    ,PYGB,BT-549
5836,1,BT-549    ,PYGL,BT-549
5837,1,BT-549    ,PYGM,BT-549
2181,1,BT-549    ,ACSL3,BT-549
978,1,BT-549    ,CDA,BT-549
2766,1,BT-549    ,GMPR,BT-549
51292,1,BT-549    ,GMPR2,BT-549
2135,1,BT-549    ,EXTL2,BT-549
8802,0.967772591,BT-549    ,SUCLG1,BT-549
8803,1,BT-549    ,SUCLA2,BT-549
11041,1,BT-549    ,B4GAT1,BT-549
284208,1,BT-549    ,B3GNTL1,BT-549
374907,1,BT-549    ,B3GNT8,BT-549
79369,1,BT-549    ,B3GNT4,BT-549
93010,1,BT-549    ,B3GNT7,BT-549
2651,1,BT-549    ,GCNT2,BT-549
65010,1,BT-549    ,SLC26A6,BT-549
1583,1,BT-549    ,CYP11A1,BT-549
