GENE,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,TCGA_annot,CNV,SURV
AASS_SF268,0.0115786666667,0.0,1.91026460606,0.0,0.0,0.00937461904762,0.433636866667,0.0,0.0,0.0025,0.367207305556,0.0,0.0274604,0.0,0.0,1.0242492069,0.0,-2.13014,0.0,0.6751868,0.649458,0.0,0.0,0.0,0.0098628,0.0088515,4.70895522388e-05,0.00235466666667,0.0111275,0.0,1.027981,0.0,0.0,0.777836,-0.0019628,0.0015775,0.0,0.0,0.00269028571429,7.13157894737e-05,4.66666666667,0.0,9.10126582278e-05,0.0,0.01062,0.0,0.00702418181818,0.00941866666667,0.04779,0.412856674419,0.0,1.68562436,-0.000710344827586,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.16992500144,7.851,CA,CA,1.24043827519,1800.0,NEUTRAL,GAIN,NEUTRAL
AASS_SF539,0.0272416666667,0.0,1.91030218182,0.0,0.0,0.00821119047619,0.361571933333,0.0,0.0,0.0063455,0.579414944444,0.0,0.02624016,0.0,0.000593210526316,0.910033344828,0.0,-2.1481075,0.0,0.416682033333,0.349403892857,0.0,0.0,0.0,0.0104283,0.00787725,5.01194029851e-05,0.0173855714286,0.0090765,0.0,1.04115345,0.0,0.0,0.55462925,-0.00173426666667,-0.0065239,0.0,0.0,0.001407,6.34210526316e-05,4.92271677778,0.0,8.09493670886e-05,0.0,0.0106742222222,0.0,0.00625081818182,0.00943028571429,0.048034,0.0110562790698,0.0,1.68764612,0.0161502758621,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.16992500144,4.137,CA,CA,1.24043827519,1800.0,NEUTRAL,GAIN,NEUTRAL
AASS_SNB-19,0.0173465833333,0.0,1.27412687879,0.0,0.0,0.00922923809524,0.403179666667,0.0,0.0,0.0049823,0.629787194444,0.0,0.0270828,0.0,0.0,0.942456793103,0.0,-2.1362787,0.0,0.490525466667,0.402421857143,0.0,0.0,0.0,0.0099333,0.00873,4.74776119403e-05,0.002355,0.0108715,0.0,0.95944995,0.0,0.0,1.0975205,-0.0019342,-0.0074466,0.0,0.0,0.00155928571429,-4.68947368421e-05,1.9181812963,0.0,8.9746835443e-05,0.0,0.0106268888889,0.0,0.00692763636364,0.00942,0.047821,-0.00851860465116,0.0,0.84789976,-0.000247103448276,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.16992500144,6.195,CA,CA,1.24043827519,1800.0,NEUTRAL,GAIN,NEUTRAL
AASS_SNB-75,0.03226075,0.0,1.91050869697,0.0,0.0,0.0076064047619,0.2726062,0.0,0.0,0.0049851,0.219564583333,0.0,0.02492516,0.0,0.000597526315789,0.884951206897,0.0,-2.0054094,0.165214666667,0.358849433333,0.409504892857,0.0,0.0,0.0,0.0107325,0.007353,5.17611940299e-05,0.0174961428571,0.007974,0.0,1.04828995,0.0,0.0,0.539715,-0.00161166666667,-0.0059567,0.0,0.0,0.00131342857143,5.92105263158e-05,3.11111111111,0.0,7.55696202532e-05,0.0,0.0107031111111,0.0,0.005835,0.00943638095238,0.048164,0.975285302326,0.0,1.66016428,0.0767586206897,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.16992500144,4.645,CA,CA,1.24043827519,1800.0,NEUTRAL,GAIN,NEUTRAL
AASS_U251,0.0148970833333,0.0,1.91025757576,0.0,0.0,0.00959102380952,0.620742333333,0.0,0.0,0.00498165,0.276180527778,0.0,0.0280228,0.128447310345,0.0,0.986411862069,0.0,-1.8835457,0.277566444444,0.590101833333,0.380691821429,0.0,0.0,0.0,0.0097575,0.009033,4.65373134328e-05,0.0023540952381,0.011509,0.0,1.17369165,0.0,0.0,0.8461725,-0.0020052,-2.098441,0.0,0.0,0.00161342857143,7.27368421053e-05,5.96266185185,0.0,9.28481012658e-05,0.0,0.01061,0.0,0.007168,0.00941638095238,0.047745,-0.038132744186,0.0,1.68561664,0.00842103448276,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.16992500144,6.147,CA,CA,1.24043827519,1800.0,NEUTRAL,GAIN,NEUTRAL
ABCC4_SF268,0.0235921666667,0.0,1.91026369697,0.0,0.0,0.00940123809524,0.366971466667,0.0,0.0,0.004982,0.305701694444,0.0,0.02752976,0.0711207586207,0.0,1.02425444828,0.0,-2.1437811,0.0,0.675230633333,0.732830607143,0.0,0.0,0.0,0.0098499,0.008874,4.70298507463e-05,0.0108235714286,0.0111745,0.0,0.95260315,0.0,0.0,0.99921725,-0.00196786666667,-0.0076025,0.0,0.0,0.00158514285714,7.14736842105e-05,0.0,0.0,9.12025316456e-05,0.0,0.0106188888889,0.0,0.00704190909091,0.00941828571429,0.047785,0.432866139535,0.0,1.68760124,-0.00220327586207,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,0.0,5.047,AB,SC,1.48887259879,700.0,NEUTRAL,GAIN,DOWNREG
ABCC4_SF539,0.0304111666667,0.0,1.91030136364,0.0,0.0,0.00823647619048,0.359771133333,0.0,0.0,0.0063522,0.315642361111,0.0,0.0245028,0.0,0.0,0.91003837931,0.0,-2.1524035,0.0,0.4180389,0.705701357143,0.0,0.0,0.0,0.010416,0.00789825,5.00597014925e-05,0.0109424285714,0.0091215,0.0,1.06994075,0.0,0.0,0.8427965,-0.00173926666667,-2.098323,0.0,0.0,0.00211271428571,-4.24210526316e-05,2.96291374074,0.0,8.12025316456e-05,0.0,0.0106728888889,0.0,0.00626763636364,0.0094299047619,0.048028,0.960273930233,0.0,1.68764508,0.0160957931034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,0.0,4.135,AB,SC,1.48887259879,700.0,NEUTRAL,GAIN,DOWNREG
ABCC4_SNB-19,0.0204515833333,0.0,1.79142815152,0.0,0.0,0.00925585714286,0.400394933333,0.0,0.0,0.0025,0.376785555556,0.0,0.02732912,0.0,0.0,0.942806896552,0.0,-1.8271372,0.347632,0.4905693,0.336415571429,0.0,0.0,0.0,0.0099204,0.0087525,4.74029850746e-05,0.0108383809524,0.0109185,0.0,1.16982545,0.0,0.0,1.02173275,-0.00193946666667,-0.0074709,0.0,0.0,0.00156328571429,7.04736842105e-05,0.0455780740741,0.0,9e-05,0.0,0.0106255555556,0.0,0.00694536363636,0.00941980952381,0.047815,-0.022738744186,0.0,1.5307376,-0.00174279310345,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,0.0,4.824,AB,SC,1.48887259879,700.0,NEUTRAL,GAIN,DOWNREG
ABCC4_SNB-75,0.0352009166667,0.0,1.91032154545,0.0,0.0,0.00762504761905,0.270775066667,0.0,0.0,0.0061879,0.220945472222,0.0,0.022878,0.0,0.0,0.884956206897,0.0,-2.0309532,0.140754333333,0.360495366667,0.5826575,0.0,0.0,0.0,0.0107199,0.00737475,5.16865671642e-05,0.0110062857143,0.008019,0.0,1.0372828,0.0,0.0,0.539715,-0.0016168,-2.0982685,0.0,0.0,0.00131728571429,-3.95789473684e-05,0.490651037037,0.0,7.58227848101e-05,0.0,0.010702,0.0,0.005852,0.00943619047619,0.048159,0.486911697674,0.0,1.68766864,0.0810414827586,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,0.0,5.345,AB,SC,1.48887259879,700.0,NEUTRAL,GAIN,DOWNREG
ABCC4_U251,0.0179725,0.0,1.91025669697,0.0,0.0,0.00961752380952,0.617969533333,0.0,0.0,0.0025,0.423432888889,0.0,0.0280918,0.0,0.0,0.986417137931,0.0,-2.137047,0.0,0.5901456,0.662351214286,0.0,0.0,0.0,0.0097446,0.0090555,4.64626865672e-05,0.0108014761905,0.011556,0.0,0.96601945,0.0,0.0,0.990892,-0.00201046666667,-0.0077986,0.0,0.0,0.00161742857143,7.29473684211e-05,-0.0489911481481,0.0,9.31012658228e-05,0.0,0.0106086666667,0.0,0.00718572727273,0.00941619047619,0.047739,0.885096372093,0.0,1.68759312,0.047435862069,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,0.0,4.388,AB,SC,1.48887259879,700.0,NEUTRAL,GAIN,DOWNREG
