
breast
breast
breast,96.6244013576975,0.8674884437596302,0.8674884437596302,0.9981153411232567,0.9117153407183618,0.960772104607721,1.0,0.9926900584795322
breast
breast
nsclc
nsclc
nsclc,97.4330042313117,0.9048463356973995,0.9048463356973995,0.9905107451855987,0.9453229697132137,0.9769628584861307,1.0,0.9994332672145084
nsclc
nsclc
melanoma
melanoma
melanoma,97.91372549019609,0.927710843373494,0.927710843373494,0.9850467289719627,0.9551833408782254,0.98,1.0,0.9948137670909949
melanoma
melanoma
complex
complex
complex
complex
complex,95.73373295430022,0.8404081632653061,0.8404081632653061,0.9679247465206832,0.9126805304177593,0.9636847356168939,1.0,0.9890325421286474
leukemia
leukemia
leukemia
leukemia
leukemia,96.11600247142415,0.8672480620155039,0.8672480620155039,0.9882903981264637,0.9152691968225949,0.9599037690457097,1.0,0.9904489016236867
colon
colon
colon
colon
colon,95.82620060350993,0.8502227171492205,0.8502227171492205,0.9830917874396137,0.9114713216957606,0.9662870159453303,1.0,0.985972484488805
prostate
prostate
prostate
prostate
prostate,97.07192541068521,0.9127906976744186,0.9127906976744186,0.9386942675159236,0.9654255319148936,0.9612625538020086,1.0,0.966282165039929
ovarian
ovarian
ovarian
ovarian
ovarian,95.45888971463732,0.8381374722838137,0.8381374722838137,0.9713577526852106,0.9153885480572597,0.9524258125294395,0.9971727452643483,0.9905947441217151
cns
cns
cns
cns
cns,95.27345102111457,0.818815331010453,0.818815331010453,0.9700934579439252,0.8701517706576728,0.9503105590062112,1.0,0.9942196531791908
breast
breast
breast,96.06318963840017,0.8551617873651772,0.8551617873651772,0.9988864142538975,0.9008179959100204,0.8551617873651772,1.0,0.9861940298507463,TCGA_annot
breast
breast
nsclc
nsclc
nsclc,97.66006476092095,0.8942080378250591,0.8942080378250591,0.986991419872682,0.9447483588621445,0.8942080378250591,1.0,0.9988432620011568,TCGA_annot
nsclc
nsclc
melanoma
melanoma
melanoma,97.70282229317841,0.9126506024096386,0.9126506024096386,0.9758509659613616,0.9574610244988864,0.9126506024096386,1.0,0.9949085859754687,TCGA_annot
melanoma
melanoma
complex
complex
complex
complex
complex,95.73340678959367,0.8395918367346938,0.8395918367346938,0.9706154915437486,0.913447306098283,0.8395918367346938,0.9997216035634745,0.9856652291966139,TCGA_annot
leukemia
leukemia
leukemia
leukemia
leukemia,96.46256561342605,0.8614341085271318,0.8614341085271318,0.9868421052631579,0.9314159292035398,0.8614341085271318,1.0,0.9891917293233082,TCGA_annot
colon
colon
colon
colon
colon,96.44995117005494,0.8619153674832962,0.8619153674832962,0.988415948275862,0.9160131545661523,0.8619153674832962,1.0,0.9874556858467411,TCGA_annot
prostate
prostate
prostate
prostate
prostate,96.99855699855699,0.9147286821705426,0.9147286821705426,0.9533333333333334,0.9604130808950087,0.9147286821705426,1.0,0.9780893952673094,TCGA_annot
ovarian
ovarian
ovarian
ovarian
ovarian,95.42134831460676,0.8364745011086474,0.8364745011086474,0.9633423180592992,0.9090202177293935,0.8364745011086474,1.0,0.9923599320882852,TCGA_annot
cns
cns
cns
cns
cns,95.69511829889188,0.8362369337979094,0.8362369337979094,0.9742268041237113,0.9020332717190389,0.8362369337979094,1.0,0.9898580121703854,TCGA_annot
