Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,grRatio,TCGA_annot,CNV,SURV
AACS,ADR-RES,0.027894667,0,1.274133212,0,0,0.00865431,0.421487933,0,0,0.0064619,0.637433694,0,0.0255882,0,0,0.938794103,0,-2.148911,0,0.479817967,0.327110893,0,0,0,0.0102129,0.0082485,4.90E-05,0.010899857,0.0098575,0,1.06170075,0,0,0.46367975,-0.0018214,-2.0983595,0,0,0.001473286,-4.43E-05,1.080673185,0,8.48E-05,0,0.010653556,0,0.006545182,0.009425714,0.047941,0.004111372,0,0.84592588,0.015205034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,7.13,BW,NO,0.752718127,0.634920635,0.9715386,NEUTRAL,NEUT,NEUTRAL
AACS,IGROV-1,0.024942083,0,1.274170879,0,0,0.009075524,0.397166,0,0,0.0065726,0.606941694,0,0.0266836,0.019543241,0,0.908569828,0,-2.1453865,0,0.416027633,0.459100893,0,0,0,0.010008,0.008601,4.79E-05,0.010856762,0.0106005,0,1.08041415,0,0,0.7149645,-0.001903933,-2.098396,0,0,0.001536429,6.93E-05,-0.527137741,0,8.84E-05,0,0.010634,0,0.006825455,0.009421524,0.047853,0.011003721,0,0.84795708,0.09543,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,8.186,BW,NO,0.752718127,0.634920635,0.9697829,NEUTRAL,NEUT,NEUTRAL
AACS,OVCAR-3,0.023933417,0,1.274125545,0,0,0.009351286,0.2683002,0,0,0.0049821,0.2813655,0,0.03836056,0,0,1.000062724,0,1.8726163,0.131420889,0.619827433,0.577143536,0,0,0,0.0098739,0.008832,4.71E-05,0.010828619,0.011087,0,-0.85055415,0,0,1.299447,-0.001958267,0.0015795,0,0,0.001577714,7.12E-05,-0.863669704,0,9.08E-05,0,0.010621111,0,0.007008909,0.009418857,0.047795,0.453548465,0,0.84789864,0.006312069,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,8.75,BW,NO,0.752718127,0.634920635,0.9697829,NEUTRAL,NEUT,NEUTRAL
AACS,OVCAR-4,0.023010583,0,1.910531697,0,0,0.009486071,0.473569733,0,0,0.00498185,0.372416056,0,0.02775,0,0,0.941407241,0,1.8120386,0,0.488465733,0.637006536,0,0,0,0.0098085,0.00894525,4.68E-05,0.010814952,0.011324,0,-1.0307254,0,0,1.869867,-0.0019846,-0.0076794,0,0,0.001597714,7.21E-05,2.262410852,0,9.20E-05,0,0.010614889,0,0.007098273,0.009417524,0.047767,0.448868535,0,1.68795544,0.101368,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,8.231,BW,NO,0.752718127,0.634920635,0.9697829,NEUTRAL,NEUT,NEUTRAL
AACS,OVCAR-5,0.035821583,0,1.27413803,0,0,0.008221929,0.336933133,0,0,0.007468,0.145153528,0,0.03425044,0,0,0.890384172,0,2.2063966,0.402823778,0.3718659,0.700526571,0,0,0,0.0104232,0.00788625,5.01E-05,0.010944,0.0090955,0,-0.74058975,0,0,0.93903575,-0.001736533,-0.0065333,0,0,0.001408571,6.35E-05,0.52511737,0,8.11E-05,0,0.010673556,0,0.006257909,0.009430095,0.048031,0.466953023,0,0.84592916,0.016127138,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,7.672,BW,NO,0.752718127,0.634920635,0.9715386,NEUTRAL,NEUT,NEUTRAL
AACS,SK-OV-3,0.02816525,0,1.910548485,0,0,0.007234976,0.265005467,0,0,0.0088875,0.164579111,0,0.0214906,0,0,0.761216862,0,-2.1677762,0,0.080566567,0.633779107,0,0,0,0.0109797,0.006927,5.31E-05,0.011060762,0.007078,0,1.12830155,0,0,0.85010525,-0.001511933,-0.0054962,0,0,0.001237429,-3.72E-05,3.024425333,0,7.12E-05,0,0.010726889,0,0.005497182,0.009441524,0.048271,0.987869419,0,1.69342704,0.018739,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,7.406,BW,NO,0.752718127,0.634920635,1.0000000,NEUTRAL,NEUT,NEUTRAL
AADAC,ADR-RES,0.028716083,0,1.274133242,0,0,0.00865431,0.421487933,0,0,0.00498325,0.318494083,0,0.0255882,0,0,0.937140966,0,1.9336656,0.139725333,0.477846467,0.674122571,0,0,0,0.0102129,0.0082485,4.90E-05,0.010899857,0.0098575,0,-0.94904375,0,0,1.4203805,-0.0018214,0.0016405,0,0,0.001473286,-4.43E-05,-0.90127337,0,8.48E-05,0,0.010653556,0,0.006545182,0.009425714,0.047941,0.005095698,0,0.84592588,0.015205034,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.286,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AADAC,IGROV-1,0.029963083,0,1.274128545,0,0,0.009075524,0.397166,0,0,0.0074651,0.284184,0,0.0266836,0,0,0.908569828,0,-1.9345378,0.217519222,0.413907533,0.237710536,0,0,0,0.010008,0.008601,4.79E-05,0.010856762,0.0106005,0,1.1677445,0,0,1.30131275,-0.001903933,-2.098396,0,0,0.001536429,-4.62E-05,-0.777777778,0,8.84E-05,0,0.010634,0,0.006825455,0.009421524,0.047853,0.011003721,0,0.84592268,0.09543,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.286,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AADAC,OVCAR-3,0.023933417,0,1.274125545,0,0,0.009351286,0.268300267,0,0,0.0049821,0.288698972,0,0.0274004,0,0,0.999717897,0,-2.0259094,0.131420889,0.619827433,0.577143536,0,0,0,0.0098739,0.008832,4.71E-05,0.010828619,0.011087,0,0.97778045,0,0,1.90408825,-0.001958267,-0.0044582,0,0,0.001577714,7.12E-05,0.570859704,0,9.08E-05,0,0.010621111,0,0.007008909,0.009418857,0.047795,0.003405512,0,0.84789864,0.006312103,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.286,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AADAC,OVCAR-4,-0.022990333,0,1.274124061,0,0,0.009486071,0.473569733,0,0,0.0011324,0.336816028,0,0.02775,0.082050759,0,0.941407241,0,-2.1358585,0,0.490730533,0.738861,0,0,0,0.0098085,0.00894525,4.68E-05,0.010814952,0.011324,0,0.94683735,0,0,1.5137185,-0.0019846,0.001568,0,0,0.002718571,7.21E-05,3.03743963,0,9.20E-05,0,0.010614889,0,0.007098273,0.009417524,0.047767,0.958017442,0,0.84591964,0.001708931,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.286,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AADAC,OVCAR-5,0.030923667,0,1.274176848,0,0,0.008221929,0.336933067,0,0,0.0063483,0.300643472,0,0.0244646,0,0,0.890384172,0,-2.1525265,0,0.373685,0.688699321,0,0,0,0.0104232,0.00788625,5.01E-05,0.010944,0.0090955,0,1.0792692,0,0,0.93903575,-0.001736533,-0.0065333,0,0,0.001408571,6.35E-05,2.964618741,0,8.11E-05,0,0.010673556,0,0.006257909,0.009430095,0.048031,0.958771605,0,0.84796072,0.016127138,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.312,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AADAC,SK-OV-3,0.01604125,0,1.274150697,0,0,0.007234976,0.2986112,0,0,0.00604765,0.172230056,0,0.0214906,0.021885586,0,0.764065655,0,-2.153835,0,0.094335733,0.632972536,0.005507667,0,0,0.0109797,0.006927,5.31E-05,0.011060762,0.007078,0,1.12830155,0,0,0.6251245,-0.001511933,-0.0054962,0,0,0.002105429,5.58E-05,-0.770884963,0,7.12E-05,0,0.010726889,0,0.005497182,0.009441524,0.048271,0.45836893,0,0.853382,0.018739034,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.3629251,2.286,AV,NO,1.043020333,8.076923077,1.0000000,NEUTRAL,GAIN,DOWNREG
AASS,ADR-RES,0.01877525,0,1.910288667,0,0,0.008629024,0.42328,0,0,0.0034813,0.355470194,0,0.02731716,0,0.000590316,0.937136,0,-2.1386879,0,0.4797675,0.366232714,0,0,0,0.0102252,0.00822675,4.90E-05,0.017311857,0.009813,0,1.06140895,0,0,0.94679975,-0.0018164,-1.8388107,0,0,0.002500429,6.63E-05,4.666666667,0,8.46E-05,0,0.010654667,0,0.006528455,0.009426095,0.047946,0.004802326,0,1.68565088,0.015259103,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,4.736,CA,CA,-2.439991816,5.307692308,0.9974317,DOWNREG,GAIN,UPREG
AASS,IGROV-1,0.022705583,0,1.910275121,0,0,0.00904881,0.3999566,0,0,0.00957585,0.292419306,0,0.026614,0.106477655,0,0.908564586,0,-2.1427017,0,0.415974167,0.59816625,0,0,0,0.0100212,0.0085785,4.79E-05,0.002355476,0.0105535,0,0.96266965,0,0,1.82165475,-0.001898867,0.001606,0,0,0.001532429,6.91E-05,3.111111111,0,8.82E-05,0,0.010635111,0,0.006807636,0.009421905,0.047858,0.987749535,0,1.68563596,0.011641448,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,2.701,CA,CA,-2.439991816,5.307692308,0.9973933,DOWNREG,GAIN,UPREG
AASS,OVCAR-3,0.012562417,0,1.910266182,0,0,0.009324857,0.271081933,0,0,0.0025,0.493850444,0,0.0273312,0,0,1.000057448,0,-2.1305419,0,0.619783667,0.048097214,0,0,0,0.0098868,0.00881025,4.72E-05,0.002354762,0.01104,0,0.8880264,0,0,1.90254875,-0.001953,-2.098418,0,0,0.001573714,7.09E-05,6.133264778,0,9.06E-05,0,0.010622444,0,0.006991091,0.009419048,0.047801,0.00340714,0,1.68562612,0.007805862,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,3.818,CA,CA,-2.439991816,5.307692308,0.9974697,DOWNREG,GAIN,UPREG
AASS,OVCAR-4,0.01484825,0,1.910261818,0,0,0.009459452,0.476346933,0,0,0.00667345,0.615582528,0,0.0276808,0.019111379,0,0.941401966,0,-2.133291,0,0.490677367,0.488592679,0,0,0,0.0098214,0.00892275,4.69E-05,0.002354429,0.011277,0,1.0690107,0,0,0.672229,-0.001979533,-2.0984295,0,0,0.001593857,7.18E-05,6.489691148,0,9.17E-05,0,0.010616,0,0.007080636,0.009417714,0.047772,-0.015351977,0,1.68562132,0.003200379,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,2.599,CA,CA,-2.439991816,5.307692308,0.9975055,DOWNREG,GAIN,UPREG
AASS,OVCAR-5,0.032238417,0,1.910302636,0,0,0.008196619,0.338734133,0,0,0.0074681,0.265004917,0,0.0265202,0,0.000593316,0.890379103,0,-2.154103,0,0.3718242,0.701602143,0,0,0,0.0104355,0.0078645,5.02E-05,0.017388238,0.0090505,0,1.0140609,0,0,1.2534775,-0.001731533,-0.0065104,0,0,0.001404857,6.33E-05,5.960279815,0,8.08E-05,0,0.010674889,0,0.006241,0.009430286,0.048037,0.963518628,0,1.68566624,0.089205207,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,4.404,CA,CA,-2.439991816,5.307692308,0.9973002,DOWNREG,GAIN,UPREG
AASS,SK-OV-3,0.017521917,0,1.910339667,0,0,0.007215976,0.265023267,0,0,0.0088785,0.159345444,0,0.0232512,0.021887448,0.002404737,0.764093483,0,-2.1550614,0,0.0916577,0.849870393,0,0,0,0.010992,0.006906,5.31E-05,0.017590476,0.0070325,0,1.06352,0,0,0.9805185,-0.0015068,-0.0054727,0,0,0.002098857,5.56E-05,2.883681481,0,7.10E-05,0,0.010728,0,0.005480091,0.009441714,0.048276,0.98787093,0,1.69293224,0.054547,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,2.518,CA,CA,-2.439991816,5.307692308,1.0000000,DOWNREG,GAIN,UPREG
ABAT,ADR-RES,0.028716083,0,1.910287848,0,0,0.00865431,0.421487933,0,0,0.00498325,0.316992056,0,0.0255882,0,0,0.937140966,0,-2.1498967,0,0.477846467,0.555037536,0,0,0,0.0102129,0.0082485,4.90E-05,0.010899857,0.0098575,0,0.9669846,0,0,1.4203805,-0.0018214,-0.0069254,0,0,0.001473286,6.64E-05,3.111111111,0,8.48E-05,0,0.010653556,0,0.006545182,0.009425714,0.047941,0.462965419,0,1.68564996,0.015205034,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,4.034,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABAT,IGROV-1,0.02449625,0,1.910274242,0,0,0.009075524,0.397166,0,0,0.0065726,0.602939528,0,0.0266836,0.038175034,0,0.908569828,0,-2.1453865,0,0.416027633,0.403970893,0,0,0,0.010008,0.008601,4.79E-05,0.010856762,0.0106005,0,1.08041415,0,0,0.7487345,-0.001903933,-0.0073072,0,0,0.002300714,-4.62E-05,3.418923,0,8.84E-05,0,0.010634,0,0.006825455,0.009421524,0.047853,0.471579651,0,1.68563496,0.010143069,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,6.309,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABAT,OVCAR-3,0.023933333,0,1.910265303,0,0,0.009351286,0.268300333,0,0,0.0049821,0.329450417,0,0.0274004,0.078040828,0,0.999717897,0,-2.1441882,0,0.619827433,0.643888786,0,0,0,0.0098739,0.008832,4.71E-05,0.010828619,0.011087,0,0.91864105,0,0,1.52204375,-0.001958267,-0.0075576,0,0,0.001577714,7.12E-05,3.050598037,0,9.08E-05,0,0.010621111,0,0.007008909,0.009418857,0.047795,0.003405512,0,1.68760316,0.006312103,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,2.322,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABAT,OVCAR-4,0.023010583,0,1.91026097,0,0,0.009486071,0.4735698,0,0,0.00498185,0.328755306,0,0.02775,0.082050759,0,0.941407241,0,-1.9367616,0.229250333,0.488465733,0.712864286,0,0,0,0.0098085,0.00894525,4.68E-05,0.010814952,0.011324,0,1.17248075,0,0,0.90131475,-0.0019846,-2.098432,0,0,0.001597714,7.21E-05,3.073436556,0,9.20E-05,0,0.010614889,0,0.007098273,0.009417524,0.047767,-0.016212512,0,1.68759808,0.001708966,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,2.762,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABAT,OVCAR-5,0.035821583,0,1.871887061,0,0,0.008221929,0.336933133,0,0,0.007468,0.248922528,0,0.0244646,0,0,0.890384172,0,-1.1227113,0.662742556,0.3718659,0.443879607,0,0,0,0.0104232,0.00788625,5.01E-05,0.010944,0.0090955,0,1.15789115,0,0,0.93903575,-0.001736533,-0.0065333,0,0,0.001408571,6.35E-05,3.218505926,0,8.11E-05,0,0.010673556,0,0.006257909,0.009430095,0.048031,0.499427791,0,1.63693816,0.016127138,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,5.358,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABAT,SK-OV-3,0.02816525,0,1.910338818,0,0,0.007234976,0.2650056,0,0,0.0202469,0.261317083,0,0.0214906,0.021885586,0,0.761216862,0,-2.1677762,0,0.079216933,0.755597536,0,0,0,0.0109797,0.006927,5.31E-05,0.011060762,0.007078,0,1.12830155,0,0,0.533894,-0.001511933,-0.0054962,0,0,0.001237429,-3.72E-05,2.480963519,0,7.12E-05,0,0.010726889,0,0.005497182,0.009441524,0.048271,0.011125233,0,1.69315028,0.018739034,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.3629251,2.322,AW,CA,-0.808503847,1.023809524,1.0000000,NEUTRAL,NEUT,NEUTRAL
ABCA1,ADR-RES,0.028716083,0,1.274133242,0,0,0.00865431,0.421487933,0,0,0.00498325,0.318494083,0,0.0255882,0,0,0.937140966,0,1.9336656,0.139725333,0.477846467,0.674122571,0,0,0,0.0102129,0.0082485,4.90E-05,0.010899857,0.0098575,0,-0.94904375,0,0,1.4203805,-0.0018214,0.0016405,0,0,0.001473286,-4.43E-05,-0.90127337,0,8.48E-05,0,0.010653556,0,0.006545182,0.009425714,0.047941,0.005095698,0,0.84592588,0.015205034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,2.286,BF,NO,-0.263372282,0.462962963,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCA1,IGROV-1,0.029963083,0,1.274128545,0,0,0.009075524,0.397166,0,0,0.0074651,0.284184,0,0.0266836,0,0,0.908569828,0,-1.9345378,0.217519222,0.413907533,0.237710536,0,0,0,0.010008,0.008601,4.79E-05,0.010856762,0.0106005,0,1.1677445,0,0,1.30131275,-0.001903933,-2.098396,0,0,0.001536429,-4.62E-05,-0.777777778,0,8.84E-05,0,0.010634,0,0.006825455,0.009421524,0.047853,0.011003721,0,0.84592268,0.09543,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,2.286,BF,NO,-0.263372282,0.462962963,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCA1,OVCAR-3,0.023933417,0,1.274125545,0,0,0.009351286,0.268300267,0,0,0.0049821,0.288698972,0,0.0274004,0,0,0.999717897,0,-2.0259094,0.131420889,0.619827433,0.577143536,0,0,0,0.0098739,0.008832,4.71E-05,0.010828619,0.011087,0,0.97778045,0,0,1.90408825,-0.001958267,-0.0044582,0,0,0.001577714,7.12E-05,0.570859704,0,9.08E-05,0,0.010621111,0,0.007008909,0.009418857,0.047795,0.003405512,0,0.84789864,0.006312103,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.3629251,2.286,BF,NO,-0.263372282,0.462962963,1.0000000,NEUTRAL,LOSS,NEUTRAL
