Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,grRatio,TCGA_annot,CNV,SURV
AACS,COLO-205,0.01560925,0,1.274161636,0,0,0.010407595,0.769467333,0,0,0.00692265,0.506247444,0,0.0301456,0.202778,0,0.983236517,0,1.78204,0,0.586508,0.545352464,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.03143545,0,0,1.8101115,-0.002165533,0.0014875,0,0,0.001735714,7.83E-05,-0.573333444,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.066789279,0,0.84597584,0.011464724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,10.842,BW,NO,0.003981285,0.000714286,0.9715386,NEUTRAL,LOSS,NEUTRAL
AACS,HCC2998,0.022307833,0,1.910486545,0,0,0.009588524,0.599747667,0,0,0.0049817,0.269977944,0,0.02817612,0.202001724,0,0.960957414,0,2.4938769,0.777467444,0.532684967,0.61677375,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.680944,0,0,1.88510575,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,-0.744004593,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034281,0,1.68591884,0.010034241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,8.339,BW,NO,0.003981285,0.000714286,0.9699906,NEUTRAL,LOSS,NEUTRAL
AACS,HCT-116,0.018324167,0,1.274116455,0,0,0.010169,0.529930733,0,0,0.0049807,0.243559722,0,0.0295258,0.138871379,0,1.053387517,0,-2.0479025,0.099545778,0.741861967,0.729547679,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,0.94651965,0,0,1.55800525,-0.002118733,-0.0082986,0,0,0.0017,7.66E-05,-0.815620407,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,0.84591452,0.011973483,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,7.419,BW,NO,0.003981285,0.000714286,0.9715386,NEUTRAL,LOSS,NEUTRAL
AADAC,COLO-205,0.011844333,0,1.274113818,0,0,0.010407595,0.769467333,0,0,0.0025,0.437322667,0,0.0301456,0.202778,0,0.983236517,0,1.786558,0,0.5839182,0.760352357,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.0318616,0,0,1.8101115,-0.002165533,-2.0985125,0,0,0.002953286,7.83E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065702093,0,0.84591272,0.011464724,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.548436625,2.286,AV,NO,1.925697901,0.5,1.0000000,NEUTRAL,NEUT,NEUTRAL
AADAC,HCC2998,0.022307833,0,1.274122939,0,0,0.009588524,0.599747667,0,0,0.0049817,0.395325917,0,0.0280164,0.160554207,0,0.960957414,0,1.7941562,0,0.532684967,0.732355857,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-1.03080435,0,0,1.51942925,-0.002004733,-2.0371057,0,0,0.001613143,-4.85E-05,-0.777777778,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.042273907,0,0.84591888,0.010034241,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.548436625,2.308,AV,NO,1.925697901,0.5,1.0000000,NEUTRAL,NEUT,NEUTRAL
AADAC,HCT-116,0.017830833,0,1.274163273,0,0,0.010169,0.529930667,0,0,0.0049807,0.244312889,0,0.0295258,0.138871379,0,1.053387517,0,-0.7349447,0.953884222,0.741861967,0.41922,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.180366,0,0,0.94555025,-0.002118733,-2.0984915,0,0,0.002545714,-5.11E-05,-0.492213333,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.027392419,0,0.84795256,0.139803241,9,7,4,9,6,6,7,100,12,10,100,10,14,8,100,7,7,4,100,5,2,8,8,8,100,6,100,100,100,100,100,100,11,7,100,3,100,100,100,6,11,9,8,100,10,5,10,7,5,11,100,8,8,8,5,100,100,3,7,9,9,5,9,7,100,100,8,12,100,4,10,100,100,7,12,100,9,1812,1088,3.548436625,3.601,AV,NO,1.925697901,0.5,1.0000000,NEUTRAL,NEUT,NEUTRAL
AASS,COLO-205,0.006911083,0,1.91023197,0,0,0.01038281,0.771222867,0,0,0.00379055,0.282352972,0,0.03183912,0.169837241,0.000578263,0.983231655,0,2.053426,0.289983556,0.586458533,0.743226643,0,0,0,0.0093726,0.00969675,4.45E-05,0.01700181,0.0129055,0,-0.7680912,0,0,1.144519,-0.0021608,-0.0084927,0,0,0.001732,7.81E-05,3.111111111,0,9.97E-05,0,0.010573111,0,0.007694636,0.009408571,0.047579,0.910224465,0,1.68558852,0.293550621,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,2.956,CA,CA,-0.049943508,0.833333333,0.9978645,NEUTRAL,NEUT,NEUTRAL
AASS,HCC2998,0.00904675,0,1.876609121,0,0,0.009561905,0.602753333,0,0,0.0036458,0.324191306,0,0.02810692,0.202003655,0,0.962598828,0,1.81003,0,0.5349332,0.733135786,0,0,0,0.0097716,0.009009,4.66E-05,0.00235419,0.011458,0,-0.92664165,0,0,0.976237,-0.0019996,-0.0077482,0,0,0.001609143,7.26E-05,4.666666667,0,9.26E-05,0,0.010611333,0,0.007148818,0.009416762,0.047751,0.943706605,0,1.64120048,0.089014931,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,4.232,CA,CA,-0.049943508,0.833333333,0.9975497,NEUTRAL,NEUT,NEUTRAL
AASS,HCT-116,0.01068725,0,1.910239697,0,0,0.010144357,0.531691067,0,0,0.0025,0.576037333,0,0.03122408,0.052523724,0.000579895,1.053727414,0,-2.1283282,0,0.741821233,0.421101786,0,0,0,0.0094884,0.0094965,4.51E-05,0.017044048,0.0124845,0,1.02285795,0,0,0.789042,-0.002113867,-2.0984895,0,0,0.001696286,7.65E-05,1.839929148,0,9.77E-05,0,0.010584222,0,0.007536,0.009411048,0.047629,0.412942116,0,1.68757332,0.140312655,10,6,6,6,5,5,10,100,15,7,100,9,17,16,100,5,4,7,100,13,10,6,5,5,100,3,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,12,5,100,11,7,7,6,10,8,100,10,6,5,8,100,100,11,10,7,6,12,6,4,100,100,11,7,100,9,8,100,100,7,7,100,6,1824,1089,4.169925001,3.509,CA,CA,-0.049943508,0.833333333,0.9978135,NEUTRAL,NEUT,NEUTRAL
ABAT,COLO-205,-0.045310583,0,1.910231182,0,0,0.010407595,0.769467333,0,0,3.95E-05,0.378093583,0,0.03031748,0,0,0.983236483,0,-1.8839171,0.273982889,0.5839971,0.125365036,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,1.1831185,0,0,1.50476425,-0.002165533,-0.008515,0,0,0.002953286,7.83E-05,5.43853837,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065772907,0,1.68558764,0.111666103,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.548436625,4.469,AW,CA,-0.90369107,0.001428571,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABAT,HCC2998,0.02230775,0,1.910257667,0,0,0.009588524,0.599747733,0,0,0.0049817,0.314689833,0,0.02838152,0.202001724,0,0.960957414,0,-2.1422482,0,0.532684967,0.797859143,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,1.06106105,0,0,0.976237,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,5.376515111,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034551279,0,1.68561676,0.010034241,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.548436625,5.055,AW,CA,-0.90369107,0.001428571,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABAT,HCT-116,0.018324167,0,1.910238879,0,0,0.010169,0.529930733,0,0,0.0049807,0.48215375,0,0.0295258,0.138871379,0,1.055029724,0,1.7105671,0,0.741861967,0.9699605,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,-1.02230635,0,0,1.55478125,-0.002118733,-0.0082986,0,0,0.0017,-5.11E-05,3.07086463,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.949354744,0,1.68757236,0.011973483,9,5,5,5,4,4,9,100,14,6,100,8,16,15,100,4,3,6,100,12,9,5,4,4,100,5,100,100,100,100,100,100,5,10,100,7,100,100,100,5,5,11,4,100,10,6,6,5,9,7,100,9,5,4,7,100,100,10,9,6,5,11,5,6,100,100,10,6,100,8,7,100,100,6,6,100,5,1799,1068,3.548436625,5.329,AW,CA,-0.90369107,0.001428571,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCA1,COLO-205,0.011844333,0,1.274113818,0,0,0.010407595,0.769467333,0,0,0.0025,0.437322667,0,0.0301456,0.202778,0,0.983236517,0,1.786558,0,0.5839182,0.760352357,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.0318616,0,0,1.8101115,-0.002165533,-2.0985125,0,0,0.002953286,7.83E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065702093,0,0.84591272,0.011464724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,2.286,BF,NO,-1.202528874,0.000909091,1.0000000,NEUTRAL,LOSS,UPREG
ABCA1,HCC2998,0.022307833,0,1.274122939,0,0,0.009588524,0.599747667,0,0,0.0049817,0.395325917,0,0.0280164,0.160554207,0,0.960957414,0,1.7941562,0,0.532684967,0.732355857,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-1.03080435,0,0,1.51942925,-0.002004733,-2.0371057,0,0,0.001613143,-4.85E-05,-0.777777778,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.042273907,0,0.84591888,0.010034241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,2.286,BF,NO,-1.202528874,0.000909091,1.0000000,NEUTRAL,LOSS,UPREG
ABCA1,HCT-116,0.017830833,0,1.274163273,0,0,0.010169,0.529930667,0,0,0.0049807,0.244312889,0,0.0295258,0.138871379,0,1.053387517,0,-0.7349447,0.953884222,0.741861967,0.41922,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.180366,0,0,0.94555025,-0.002118733,-2.0984915,0,0,0.002545714,-5.11E-05,-0.492213333,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.027392419,0,0.84795256,0.139803241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,2.286,BF,NO,-1.202528874,0.000909091,1.0000000,NEUTRAL,LOSS,UPREG
ABCB11,COLO-205,0.01560925,0,1.274161636,0,0,0.010407595,0.769467333,0,0,0.00692265,0.545024833,0,0.0301456,0.104538414,0,0.983236517,0,1.78204,0,0.586508,0.546115571,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.03143545,0,0,1.632052,-0.002165533,-2.0985125,0,0,0.001735714,7.83E-05,-0.574124815,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.06695493,0,0.84597584,0.011464724,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,2.286,AB,SC,-5.75274847,0.105263158,1.0000000,DOWNREG,LOSS,NEUTRAL
ABCB11,HCC2998,0.02230775,0,1.34712703,0,0,0.009588524,0.599747733,0,0,0.0049817,0.599235556,0,0.0280164,0.018971103,0,0.960957414,0,1.7941562,0,0.532684967,0.520072857,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.9263368,0,0,0.64449375,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,-0.557632444,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.035574279,0,0.84591888,0.010034241,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,2.286,AB,SC,-5.75274847,0.105263158,1.0000000,DOWNREG,LOSS,NEUTRAL
ABCB11,HCT-116,0.018324167,0,1.910480091,0,0,0.010169,0.529930733,0,0,0.0049807,0.574186694,0,0.0295258,0.051834069,0,1.053387517,0,-2.1374937,0,0.741861967,0.456387179,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.02314465,0,0,0.78779525,-0.002118733,-0.0082986,0,0,0.0017,7.66E-05,3.358131778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.43688386,0,1.68789076,0.011973483,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,2.289,AB,SC,-5.75274847,0.105263158,1.0000000,DOWNREG,LOSS,NEUTRAL
ABCC1,COLO-205,0.020822167,0,1.444423,0,0,0.010407595,0.769467333,0,0,0.00746055,0.229129222,0,0.0301456,0,0,0.983236517,0,2.4285903,0.725339667,0.5839182,0.565430536,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,0.4780859,0,0,1.50476425,-0.002165533,-2.0985125,0,0,0.001735714,7.83E-05,0,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,0.419620395,0,0.84591272,0.011464724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,6.33,AB,SC,1.105198247,0.125,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC1,HCC2998,0.026443833,0,0.305061606,0,0,0.009588524,0.599747733,0,0,0.00976425,0.300430417,0,0.0280164,0,0,0.960957414,0,1.8925384,0.114828333,0.534985867,0.732355893,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.8554684,0,0,0.8987595,-0.002004733,0.001559,0,0,0.001613143,7.27E-05,0,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.037617349,0,0.84597756,0.010034241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,5.894,AB,SC,1.105198247,0.125,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC1,HCT-116,0.018324167,0,0.264782,0,0,0.010169,0.529930667,0,0,0.0049807,0.265845417,0,0.0295258,0,0,1.053732345,0,-0.9911232,0.811562889,0.741861967,0.417793964,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.0589454,0,0,1.8853905,-0.002118733,0.0015085,0,0,0.0017,-5.11E-05,0.852800185,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,0.84591452,0.011973483,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,6.297,AB,SC,1.105198247,0.125,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC3,COLO-205,0.01560925,0,1.274161636,0,0,0.010407595,0.769467333,0,0,0.00692265,0.545024833,0,0.0301456,0.104538414,0,0.983236517,0,1.78204,0,0.586508,0.546115571,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.03143545,0,0,1.632052,-0.002165533,-2.0985125,0,0,0.001735714,7.83E-05,-0.574124815,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.06695493,0,0.84597584,0.011464724,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,7.178,AB,SC,-1.122710344,0.285714286,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC3,HCC2998,0.02230775,0,1.34712703,0,0,0.009588524,0.599747733,0,0,0.0049817,0.599235556,0,0.0280164,0.018971103,0,0.960957414,0,1.7941562,0,0.532684967,0.520072857,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.9263368,0,0,0.64449375,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,-0.557632444,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.035574279,0,0.84591888,0.010034241,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,6.71,AB,SC,-1.122710344,0.285714286,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC3,HCT-116,0.018324167,0,1.910480091,0,0,0.010169,0.529930733,0,0,0.0049807,0.574186694,0,0.0295258,0.051834069,0,1.053387517,0,-2.1374937,0,0.741861967,0.456387179,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.02314465,0,0,0.78779525,-0.002118733,-0.0082986,0,0,0.0017,7.66E-05,3.358131778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.43688386,0,1.68789076,0.011973483,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.548436625,6.41,AB,SC,-1.122710344,0.285714286,1.0000000,NEUTRAL,LOSS,NEUTRAL
ABCC4,COLO-205,0.020822167,0,1.910231182,0,0,0.010407595,0.769467333,0,0,0.00977715,0.2312755,0,0.03053836,0.202778,0,0.983236517,0,2.2039903,0.475784111,0.5862348,0.66893075,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-0.68421415,0,0,1.50476425,-0.002165533,-0.008515,0,0,0.001735714,7.83E-05,3.080660852,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,0.411709698,0,1.68558764,0.126070379,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,3.903,AB,SC,-0.088003195,5.266666667,1.0000000,NEUTRAL,GAIN,UPREG
ABCC4,HCC2998,0.018171583,0,1.910257667,0,0,0.009588524,0.599747733,0,0,0.0025,0.595935111,0,0.0280164,0.086872759,0,0.960957414,0,1.7991196,0,0.532684967,0.498691393,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.90714115,0,0,0.7675655,-0.002004733,-2.098441,0,0,0.001613143,7.27E-05,0.316637037,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.035075047,0,1.68561676,0.010034241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,3.727,AB,SC,-0.088003195,5.266666667,1.0000000,NEUTRAL,GAIN,UPREG
ABCC4,HCT-116,0.013494083,0,1.910238879,0,0,0.010169,0.529930733,0,0,0.0025,0.297316667,0,0.0295258,0,0,1.053387517,0,-1.8180896,0.349380778,0.741861967,0.5640935,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.0589454,0,0,1.8853905,-0.002118733,-0.0082986,0,0,0.002892571,7.66E-05,-0.03784263,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.412720349,0,1.68757236,0.011973517,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.548436625,4.985,AB,SC,-0.088003195,5.266666667,1.0000000,NEUTRAL,GAIN,UPREG
