Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,grRatio,TCGA_annot,CNV,SURV
GMPR,HCC2998,0.02230775,0,0.86765197,0,0,0.009588524,0.599747733,0,0,0.0049817,0.270088861,0,0.0280164,0,0,0.960957414,0,2.4085453,0.682654556,0.532684967,0.54473275,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.67937065,0,0,1.26678975,-0.002004733,-2.098441,0,0,0.001613143,7.27E-05,0.777777778,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,0.402885651,0,1.68561676,0.010034241,14,3,8,10,7,2,7,100,12,12,100,6,14,4,100,7,7,7,100,1,8,8,8,8,100,11,100,100,100,100,100,100,11,11,100,8,100,100,100,11,11,9,8,100,15,9,11,8,9,13,100,8,8,8,8,100,100,9,7,9,9,13,9,12,100,100,8,12,100,9,14,100,100,12,12,100,9,1833,1141,3.548436625,2.313,AF,CA,0.684559855,0.111111111,1.0000000,NEUTRAL,LOSS,NEUTRAL
GMPR,HCT-116,0.018324167,0,0.902324879,0,0,0.010169,0.529930733,0,0,0.0049807,0.266218667,0,0.0295258,0,0,1.053387517,0,-1.6107378,0.467332556,0.741861967,0.5640935,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.0589454,0,0,1.8853905,-0.002118733,-2.0984915,0,0,0.0017,-5.11E-05,0.705084815,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,1.68757236,0.140007379,14,3,8,10,7,2,7,100,12,12,100,6,14,4,100,7,7,7,100,1,8,8,8,8,100,11,100,100,100,100,100,100,11,11,100,8,100,100,100,11,11,9,8,100,15,9,11,8,9,13,100,8,8,8,8,100,100,9,7,9,9,13,9,12,100,100,8,12,100,9,14,100,100,12,12,100,9,1833,1141,3.548436625,4.66,AF,CA,0.684559855,0.111111111,1.0000000,NEUTRAL,LOSS,NEUTRAL
GMPS,COLO-205,0.538821583,0,0.001515152,0,0,0.001190476,-0.050002,0,0,0.005,0.017947639,0,0,0,0,0.734482759,0,1.92,0,0.013333333,-0.110709821,0.01,0,0,0.015,0,0.002596657,0.011904762,0,0,-0.9448051,0,0,1.50476425,1.967117533,-2.1,0,0,0,0.148086579,0.237102963,0,0,0,0,0,0,0.00952381,0,-0.004651163,0,0.844,-0.030767586,15,3,8,10,7,4,7,100,12,13,100,6,14,13,100,7,7,7,100,10,8,8,8,8,100,11,100,100,100,100,100,100,12,11,100,8,100,100,100,12,12,9,8,100,16,9,11,8,9,14,100,9,8,8,8,100,100,9,7,9,9,13,9,12,100,100,8,13,100,9,14,100,100,13,13,100,9,1858,1147,4.169925001,6.915,AF,CA,0.991100422,0.5,0.0000000,NEUTRAL,NEUT,NEUTRAL
GMPS,HCC2998,0.6477405,0,1.272727273,0,0,0.001190476,-0.026137133,0,0,0.0075,0.048690444,0,0,0,0,0.734482759,0,1.915,0,0.013333333,-0.372420357,0.01,0,0,0.015,0,0,0.011904762,0,0,-0.8715771,0,0,1.26678975,1.205766667,0,0,0,0,0,-0.08188063,0,0,0,0,0,0,0.00952381,0,0.488372093,0,0.844,-0.008511276,15,3,8,10,7,4,7,100,12,13,100,6,14,13,100,7,7,7,100,10,8,8,8,8,100,11,100,100,100,100,100,100,12,11,100,8,100,100,100,12,12,9,8,100,16,9,11,8,9,14,100,9,8,8,8,100,100,9,7,9,9,13,9,12,100,100,8,13,100,9,14,100,100,13,13,100,9,1858,1147,4.169925001,7.84,AF,CA,0.991100422,0.5,0.0000000,NEUTRAL,NEUT,NEUTRAL
GMPS,HCT-116,0.089583333,0,1.274242424,0,0,0.001190476,0.0394932,0,0,0.00875,0.090520083,0,0,0,0,0.727586207,0,1.6730573,0,0.001666667,0.096463,0,0,0,0.015,0,0.001399224,0.011904762,0.025,0,-1.05,0,0,0.598429,0.342817533,-2.1,0,0,0,0.065478474,-0.777777778,0,0,0,0,0.001666667,0,0.00952381,0,0.052868628,0,0.852,-0.020951759,15,3,8,10,7,4,7,100,12,13,100,6,14,13,100,7,7,7,100,10,8,8,8,8,100,11,100,100,100,100,100,100,12,11,100,8,100,100,100,12,12,9,8,100,16,9,11,8,9,14,100,9,8,8,8,100,100,9,7,9,9,13,9,12,100,100,8,13,100,9,14,100,100,13,13,100,9,1858,1147,4.169925001,8.168,AF,CA,0.991100422,0.5,0.0000000,NEUTRAL,NEUT,NEUTRAL
GNE,COLO-205,0.012554583,0,2.101552333,0,0,0.010407595,0.769467333,0,0,0.0025,0.242802583,0,0.0301456,0,0,0.984877,0,2.4574257,0.746355556,0.5839182,0.542499393,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,0.487543,0,0,1.50476425,-0.002165533,-2.0985125,0,0,0.001735714,-5.22E-05,2.333333333,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,0.413449302,0,1.68558764,0.011464724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.590744853,7.564,BE,IN,-1.251624004,0.888888889,1.0000000,NEUTRAL,NEUT,NEUTRAL
GNE,HCC2998,0.026443833,0,0.855619606,0,0,0.009588524,0.599747733,0,0,0.00746335,0.255026944,0,0.0280164,0,0,0.961302241,0,2.2645874,0.528216111,0.532684967,0.54473275,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.6694439,0,0,1.26678975,-0.002004733,0.001559,0,0,0.001613143,-4.85E-05,3.111111111,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,0.446098186,0,1.68561676,0.010034241,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.590744853,8.829,BE,IN,-1.251624004,0.888888889,1.0000000,NEUTRAL,NEUT,NEUTRAL
GNE,HCT-116,0.014189667,0,0.905331758,0,0,0.010169,0.529930733,0,0,0.0025,0.268975,0,0.0295258,0,0,1.053387517,0,-0.9908492,0.808958778,0.741861967,0.416022036,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.0589454,0,0,1.8853905,-0.002118733,-0.0082986,0,0,0.0017,7.66E-05,3.188341444,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.925255953,0,1.68559612,0.011973483,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,-1.590744853,6.789,BE,IN,-1.251624004,0.888888889,1.0000000,NEUTRAL,NEUT,NEUTRAL
GNMT,COLO-205,0.016688333,0,1.910231182,0,0,0.010407595,0.769467333,0,0,0.0049803,0.353034083,0,0.0301456,0.202778,0,0.984877,0,1.7807451,0,0.5839182,0.303140357,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-0.89831695,0,0,1.144519,-0.002165533,-1.7598765,0,0,0.001735714,-5.22E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.066086628,0,1.6875634,0.011464724,12,4,9,11,8,3,8,100,13,13,100,7,15,13,100,8,8,1,100,10,7,9,9,9,100,11,100,100,100,100,100,100,14,12,100,2,100,100,100,11,14,10,9,100,13,10,12,9,4,14,100,11,9,9,2,100,100,8,8,10,10,12,10,12,100,100,9,15,100,3,14,100,100,12,15,100,10,1860,1141,3.548436625,2.286,BL,IN,0.663213316,1.857142857,1.0000000,NEUTRAL,NEUT,DOWNREG
GNMT,HCC2998,0.018171667,0,1.888843576,0,0,0.009588524,0.599747667,0,0,0.0025,0.599124111,0,0.0280164,0.061258759,0,0.960957414,0,1.7991196,0,0.532684967,0.599339893,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-1.03080435,0,0,1.33945625,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,-0.621316778,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034403837,0,1.65735012,0.010034276,12,4,9,11,8,3,8,100,13,13,100,7,15,13,100,8,8,1,100,10,7,9,9,9,100,11,100,100,100,100,100,100,14,12,100,2,100,100,100,11,14,10,9,100,13,10,12,9,4,14,100,11,9,9,2,100,100,8,8,10,10,12,10,12,100,100,9,15,100,3,14,100,100,12,15,100,10,1860,1141,3.548436625,2.479,BL,IN,0.663213316,1.857142857,1.0000000,NEUTRAL,NEUT,DOWNREG
GNMT,HCT-116,0.018324167,0,1.910238879,0,0,0.010169,0.529930667,0,0,0.0049807,0.266101778,0,0.02969412,0.138871379,0,1.053387517,0,2.0672679,0.396334222,0.741861967,0.599517929,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,-0.92163385,0,0,1.8853905,-0.002118733,-1.8669306,0,0,0.0017,-5.11E-05,-0.777777778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,1.68757236,0.092605655,12,4,9,11,8,3,8,100,13,13,100,7,15,13,100,8,8,1,100,10,7,9,9,9,100,11,100,100,100,100,100,100,14,12,100,2,100,100,100,11,14,10,9,100,13,10,12,9,4,14,100,11,9,9,2,100,100,8,8,10,10,12,10,12,100,100,9,15,100,3,14,100,100,12,15,100,10,1860,1141,3.548436625,2.286,BL,IN,0.663213316,1.857142857,1.0000000,NEUTRAL,NEUT,DOWNREG
GNPDA1,COLO-205,-0.010436917,0,1.485349697,0,0,0.010407595,0.776549467,0,0,0.0037949,0.251930167,0,0.03014556,0,0,0.983236517,0,2.4600155,0.746355556,0.586508,0.545368464,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,0.3544245,0,0,2.17035675,-0.002165533,-2.0985125,0,0,0.001735714,-5.22E-05,-0.765050556,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065969256,0,0.84591272,0.122407207,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,10.298,BE,IN,0.889779243,0.454545455,1.0000000,NEUTRAL,LOSS,NEUTRAL
GNPDA1,HCC2998,0.021349083,0,0.232214485,0,0,0.009588524,0.599747667,0,0,0.00670735,0.270301917,0,0.0280164,0,0,0.960957414,0,2.4954267,0.777911111,0.534985867,0.54473275,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.5570811,0,0,1.26678975,-0.002004733,-0.0045694,0,0,0.001613143,7.27E-05,0.727136519,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034905279,0,-0.43538104,0.010034207,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,10.78,BE,IN,0.889779243,0.454545455,1.0000000,NEUTRAL,LOSS,NEUTRAL
GNPDA1,HCT-116,0.014189667,0,0.269209333,0,0,0.010169,0.529930733,0,0,0.0025,0.268975,0,0.0295258,0,0,1.053387517,0,-1.8180896,0.349380778,0.741861967,0.563743536,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.180366,0,0,1.2782875,-0.002118733,-2.0984915,0,0,0.0017,7.66E-05,-0.777777778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,-0.43172084,0.140007379,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,9.727,BE,IN,0.889779243,0.454545455,1.0000000,NEUTRAL,LOSS,NEUTRAL
GNPDA2,COLO-205,-0.010436917,0,1.485349697,0,0,0.010407595,0.776549467,0,0,0.0037949,0.251930167,0,0.03014556,0,0,0.983236517,0,2.4600155,0.746355556,0.586508,0.545368464,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,0.3544245,0,0,2.17035675,-0.002165533,-2.0985125,0,0,0.001735714,-5.22E-05,-0.765050556,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065969256,0,0.84591272,0.122407207,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,5.304,BE,IN,0.096877414,0.001111111,1.0000000,NEUTRAL,LOSS,UPREG
GNPDA2,HCC2998,0.021349083,0,0.232214485,0,0,0.009588524,0.599747667,0,0,0.00670735,0.270301917,0,0.0280164,0,0,0.960957414,0,2.4954267,0.777911111,0.534985867,0.54473275,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.5570811,0,0,1.26678975,-0.002004733,-0.0045694,0,0,0.001613143,7.27E-05,0.727136519,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034905279,0,-0.43538104,0.010034207,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,6.852,BE,IN,0.096877414,0.001111111,1.0000000,NEUTRAL,LOSS,UPREG
GNPDA2,HCT-116,0.014189667,0,0.269209333,0,0,0.010169,0.529930733,0,0,0.0025,0.268975,0,0.0295258,0,0,1.053387517,0,-1.8180896,0.349380778,0.741861967,0.563743536,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.180366,0,0,1.2782875,-0.002118733,-2.0984915,0,0,0.0017,7.66E-05,-0.777777778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.051488233,0,-0.43172084,0.140007379,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,3.548436625,6.824,BE,IN,0.096877414,0.001111111,1.0000000,NEUTRAL,LOSS,UPREG
GNPNAT1,COLO-205,0.012554583,0,1.910525273,0,0,0.010407595,0.769467333,0,0,0.0025,0.353893667,0,0.03014556,0.202778,0,0.983236517,0,1.7857057,0,0.5839182,0.639567964,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-0.89831695,0,0,1.50476425,-0.002165533,-2.0985125,0,0,0.001735714,7.83E-05,1.555555556,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,0.414592372,0,1.68597584,0.011464724,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,4.465974464,10.282,BE,IN,0.786835723,0.000588235,1.0000000,NEUTRAL,LOSS,NEUTRAL
GNPNAT1,HCC2998,0.02230775,0,1.910486576,0,0,0.009588524,0.599747733,0,0,0.0049817,0.228514306,0,0.0280164,0.202001724,0,0.960957414,0,2.6081729,0.904463,0.532684967,0.458628321,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-0.5001328,0,0,0.976237,-0.002004733,-2.098441,0,0,0.001613143,7.27E-05,1.06164337,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.003904186,0,1.68591884,0.010034241,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,4.465974464,10.428,BE,IN,0.786835723,0.000588235,1.0000000,NEUTRAL,LOSS,NEUTRAL
GNPNAT1,HCT-116,0.018324167,0,1.910480091,0,0,0.010169,0.529930667,0,0,0.0049807,0.266218667,0,0.0295258,0,0,1.053387517,0,2.1311664,0.467332556,0.741861967,0.5640935,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,-0.8120067,0,0,1.8853905,-0.002118733,-0.0082986,0,0,0.0017,7.66E-05,0.739935148,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.901092442,0,1.68789076,0.140007379,11,11,10,12,9,10,13,100,18,10,100,14,20,14,100,10,9,10,100,11,8,9,10,10,100,12,100,100,100,100,100,100,9,13,100,9,100,100,100,9,9,15,10,100,12,11,13,10,11,11,100,5,11,10,11,100,100,9,13,10,11,13,11,13,100,100,14,10,100,10,13,100,100,10,10,100,11,1915,1163,4.465974464,9.112,BE,IN,0.786835723,0.000588235,1.0000000,NEUTRAL,LOSS,NEUTRAL
GOT1,COLO-205,0.012554583,0,1.274113818,0,0,0.010407595,0.790416267,0,0,0.0025,0.503959083,0,0.03014556,0.058468552,0,0.983236517,0,1.7857057,0,0.5839182,0.662665536,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.03143545,0,0,1.8279545,-0.002165533,-2.0985125,0,0,0.001735714,7.83E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,0.897627651,0,0.84591272,0.011464724,11,3,7,5,2,2,7,100,12,8,100,6,14,13,100,2,1,7,100,10,8,7,2,2,100,5,100,100,100,100,100,100,7,11,100,8,100,100,100,7,7,9,2,100,12,8,6,3,9,9,100,10,3,2,8,100,100,9,7,8,3,13,3,6,100,100,8,8,100,9,9,100,100,8,8,100,3,1785,1072,3.548436625,9.859,AR,CA,-0.878412307,0.001428571,0.9908660,NEUTRAL,LOSS,NEUTRAL
GOT1,HCC2998,0.018171583,0,1.910486576,0,0,0.009588524,0.599747733,0,0,0.0025,0.529680861,0,0.0280164,0.202001724,0,0.960957414,0,1.7991196,0,0.532684967,0.456855714,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-1.03080435,0,0,1.594553,-0.002004733,-0.0077723,0,0,0.001613143,7.27E-05,-0.492073889,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.034166535,0,1.68789632,0.102200034,11,3,7,5,2,2,7,100,12,8,100,6,14,13,100,2,1,7,100,10,8,7,2,2,100,5,100,100,100,100,100,100,7,11,100,8,100,100,100,7,7,9,2,100,12,8,6,3,9,9,100,10,3,2,8,100,100,9,7,8,3,13,3,6,100,100,8,8,100,9,9,100,100,8,8,100,3,1785,1072,3.548436625,9.726,AR,CA,-0.878412307,0.001428571,0.9949480,NEUTRAL,LOSS,NEUTRAL
GOT1,HCT-116,0.014189667,0,1.274116455,0,0,0.010169,0.529930733,0,0,0.0025,0.542938056,0,0.0295258,0.138871379,0,1.055029724,0,-2.1325323,0,0.741861967,0.417448071,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,0.90172405,0,0,1.55265325,-0.002118733,-0.0082986,0,0,0.0017,-5.11E-05,-0.490375778,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,0.411612814,0,0.84789076,0.011973483,11,3,7,5,2,2,7,100,12,8,100,6,14,13,100,2,1,7,100,10,8,7,2,2,100,5,100,100,100,100,100,100,7,11,100,8,100,100,100,7,7,9,2,100,12,8,6,3,9,9,100,10,3,2,8,100,100,9,7,8,3,13,3,6,100,100,8,8,100,9,9,100,100,8,8,100,3,1785,1072,3.548436625,10.477,AR,CA,-0.878412307,0.001428571,0.9906619,NEUTRAL,LOSS,NEUTRAL
GOT2,COLO-205,0.011844333,0,1.274113818,0,0,0.010407595,0.769467333,0,0,0.0025,0.437322667,0,0.0301456,0.202778,0,0.983236517,0,1.786558,0,0.5839182,0.760352357,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.0318616,0,0,1.8101115,-0.002165533,-2.0985125,0,0,0.002953286,7.83E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065702093,0,0.84591272,0.011464724,10,4,6,6,3,3,8,100,13,7,100,7,15,14,100,3,2,7,100,11,9,6,3,3,100,4,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,10,3,100,11,7,7,4,10,8,100,10,4,3,8,100,100,10,8,7,4,12,4,5,100,100,9,7,100,9,8,100,100,7,7,100,4,1794,1073,1.321928095,9.685,AR,CA,0.163859707,0.2,1.0000000,NEUTRAL,LOSS,NEUTRAL
GOT2,HCC2998,0.022307833,0,1.274122939,0,0,0.009588524,0.599747667,0,0,0.0049817,0.395325917,0,0.0280164,0.160554207,0,0.960957414,0,1.7941562,0,0.532684967,0.732355857,0,0,0,0.0097587,0.00903075,4.65E-05,0.010804429,0.0115045,0,-1.03080435,0,0,1.51942925,-0.002004733,-2.0371057,0,0,0.001613143,-4.85E-05,-0.777777778,0,9.28E-05,0,0.01061,0,0.007166455,0.009416571,0.047745,-0.042273907,0,0.84591888,0.010034241,10,4,6,6,3,3,8,100,13,7,100,7,15,14,100,3,2,7,100,11,9,6,3,3,100,4,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,10,3,100,11,7,7,4,10,8,100,10,4,3,8,100,100,10,8,7,4,12,4,5,100,100,9,7,100,9,8,100,100,7,7,100,4,1794,1073,1.321928095,9.681,AR,CA,0.163859707,0.2,1.0000000,NEUTRAL,LOSS,NEUTRAL
GOT2,HCT-116,0.017830833,0,1.274163273,0,0,0.010169,0.529930667,0,0,0.0049807,0.244312889,0,0.0295258,0.138871379,0,1.053387517,0,-0.7349447,0.953884222,0.741861967,0.41922,0,0,0,0.0094764,0.0095175,4.50E-05,0.010745238,0.0125285,0,1.180366,0,0,0.94555025,-0.002118733,-2.0984915,0,0,0.002545714,-5.11E-05,-0.492213333,0,9.78E-05,0,0.010583111,0,0.007552545,0.009410667,0.047624,-0.027392419,0,0.84795256,0.139803241,10,4,6,6,3,3,8,100,13,7,100,7,15,14,100,3,2,7,100,11,9,6,3,3,100,4,100,100,100,100,100,100,6,11,100,8,100,100,100,6,6,10,3,100,11,7,7,4,10,8,100,10,4,3,8,100,100,10,8,7,4,12,4,5,100,100,9,7,100,9,8,100,100,7,7,100,4,1794,1073,1.321928095,8.872,AR,CA,0.163859707,0.2,1.0000000,NEUTRAL,LOSS,NEUTRAL
GPD1,COLO-205,0.011844333,0,1.274113818,0,0,0.010407595,0.769467333,0,0,0.0025,0.437322667,0,0.0301456,0.202778,0,0.983236517,0,1.786558,0,0.5839182,0.760352357,0,0,0,0.0093603,0.009717,4.44E-05,0.010720857,0.012949,0,-1.0318616,0,0,1.8101115,-0.002165533,-2.0985125,0,0,0.002953286,7.83E-05,-0.777777778,0,9.99E-05,0,0.010572,0,0.007711,0.009408381,0.047574,-0.065702093,0,0.84591272,0.011464724,8,10,8,11,8,9,11,100,16,9,100,13,18,12,100,9,8,8,100,9,6,8,9,9,100,10,100,100,100,100,100,100,8,11,100,7,100,100,100,8,8,13,9,100,9,9,12,9,9,10,100,6,10,9,9,100,100,7,11,9,10,11,10,11,100,100,12,9,100,8,12,100,100,9,9,100,10,1873,1130,9.965784285,2.308,AT,IN,0.797031468,1.5,0.0000000,NEUTRAL,NEUT,UPREG
