Gene,Cell Line,Alanine and Aspartate Metabolism,Aminosugar Metabolism,Arginine and Proline Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Cholesterol Metabolism,Citric Acid Cycle,CoA Biosynthesis,CoA Catabolism,Cysteine Metabolism,Fatty Acid Metabolism,Fatty acid activation,Fatty acid elongation,Fatty acid oxidation,Fatty acid oxidation_ peroxisome,Folate Metabolism,Galactose metabolism,Glutamate metabolism,Glutathione Metabolism,Glycine_ Serine_ and Threonine Metabolism,Glycolysis/Gluconeogenesis,Glyoxylate and Dicarboxylate Metabolism,Heme Biosynthesis,Heme Degradation,Histidine Metabolism,IMP Biosynthesis,Inositol Phosphate Metabolism,Lysine Metabolism,Methionine Metabolism,N-Glycan Degradation,NAD Metabolism,Nucleic acid degradation,Nucleotide Sugar Metabolism,Oxidative Phosphorylation,Pentose Phosphate Pathway,Pentose and Glucuronate Interconversions,Phenylalanine metabolism,Purine Catabolism,Pyrimidine Biosynthesis,Pyrimidine Catabolism,Pyruvate Metabolism,Salvage Pathway,Sphingolipid Metabolism,Steroid Metabolism,Tetrahydrobiopterin,Thiamine Metabolism,Triacylglycerol Synthesis,Tryptophan metabolism,Tyr_ Phe_ Trp Biosynthesis,Tyrosine metabolism,Ubiquinone Biosynthesis,Urea cycle/amino group metabolism,Valine_ Leucine_ and Isoleucine Metabolism,M_ala__L_e,M_arg__L_e,M_asn__L_e,M_asp__L_e,M_chol_e,M_cys__L_e,M_fol_e,M_glc__D_e,M_gln__L_e,M_glu__L_e,M_gly_e,M_gthox_e,M_gthrd_e,M_h2o_e,M_h_e,M_his__L_e,M_ile__L_e,M_inost_e,M_leu__L_e,M_lys__L_e,M_met__L_e,M_nh4_e,M_o2_e,M_phe__L_e,M_pi_e,M_ser__L_e,M_succ_e,M_thf_e,M_thr__L_e,M_trp__L_e,M_tyr__L_e,M_urea_e,M_val__L_e,M_ala__L_c,M_amp_c,M_arg__L_c,M_asn__L_c,M_asp__L_c,M_atp_c,M_chsterol_c,M_clpn_hs_c,M_cmp_c,M_cys__L_c,M_dag_hs_c,M_damp_c,M_dcmp_c,M_dgmp_c,M_dtmp_c,M_gln__L_c,M_glu__L_c,M_gly_c,M_glygn1_c,M_gmp_c,M_h2o_c,M_his__L_c,M_ile__L_c,M_leu__L_c,M_lpchol_hs_c,M_lys__L_c,M_mag_hs_c,M_met__L_c,M_pa_hs_c,M_pail_hs_c,M_pchol_hs_c,M_pe_hs_c,M_phe__L_c,M_pro__L_c,M_ps_hs_c,M_ser__L_c,M_sphmyln_hs_c,M_tag_hs_c,M_thr__L_c,M_trp__L_c,M_tyr__L_c,M_ump_c,M_val__L_c,M_xolest_hs_c,tot_biom,total_path,kcat,GeneExp,subsys,path_label,TCGA_val,CNV_val,TCGA_annot,CNV,SURV
ABCA1,RPMI-8226,0.015898167,0.0,1.910482848,0,0,0.00992,0.483325,0,0.0,0.0025,0.338243639,0,0.0288782,0.0,0,0.962343517,0,-1.8556859,0.309872667,0.536208667,0.44890496399999996,0.0,0,0,0.0095976,0.00930825,4.57e-05,0.010770618999999999,0.012089,0,1.0666886,0,0,1.9731185000000002,-0.002069867,-0.008073,0,0.0,0.001662714,7.49e-05,3.2154845560000003,0,9.570000000000001e-05,0,0.010594667,0.0,0.0073869090000000005,0.009413143,0.047675999999999996,0.975474209,0,1.68591632,0.001118724,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.36574510390625,2.291,BF,NO,-1.365800682,0.333333333,NEUTRAL,LOSS,NEUTRAL
ABCA1,SR,0.0229605,0.0,1.910532121,0,0,0.009426119,0.28957473300000003,0,0.0,0.00498195,0.374062833,0,0.0275944,0.0,0,1.082369552,0,-2.1435774,0.0,0.806342333,0.580301536,0.0,0,0,0.0098376,0.008895,4.7e-05,0.010820999999999999,0.011218500000000001,0,0.87869985,0,0,1.10609925,-0.001973,-0.0076253,0,0.0,0.002379286,-4.77e-05,-0.641824111,0,9.15e-05,0,0.010617556,0.0,0.007058364,0.009418095,0.047779,0.97182014,0,1.68795568,0.002473,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.36574510390625,2.289,BF,NO,-1.365800682,0.333333333,NEUTRAL,LOSS,NEUTRAL
ABCC3,CCRF-CEM,-0.01436275,0.0,1.274127636,0,0,0.009161,0.34973873299999997,0,0.0,0.009615,0.358460028,0,0.026905000000000002,0.136581862,0,0.919832,0,2.7373445,0.936282222,0.47072273299999995,0.38593064299999996,0.0,0,0,0.009966599999999999,0.00867225,4.77e-05,0.010848143000000001,0.010751,0,-0.6006451,0,0,1.568913,-0.0019207999999999999,-2.0984035,0,0.0,0.0015491429999999998,-4.66e-05,-0.465921815,0,8.92e-05,0,0.01063,0.0,0.006882091,0.009420762,0.047835,0.010998605,0,0.84592208,0.097937897,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.8080000000000003,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC3,HL-60,0.018259,0.0,1.2741163640000002,0,0,0.010178476,0.798114267,0,0.0,0.004980699999999999,0.258634722,0,0.0295504,0.0,0,0.966495448,0,2.5030586,0.7871128890000001,0.5458833670000001,0.5974400360000001,0.0,0,0,0.0094719,0.009525,4.5e-05,0.010744238,0.012545,0,-0.67188995,0,0,2.02703675,-0.002120533,-0.0083074,0,0.0,0.001701429,-5.12e-05,-0.823235148,0,9.790000000000001e-05,0,0.010582666999999999,0.0,0.007558726999999999,0.009410667,0.047622000000000005,-0.051002907,0,0.84591444,0.011953138,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.866,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC3,K-562,0.024270833,0.0,1.274109333,0,0,0.010811857,0.4142246,0,0.0,0.017377599999999997,0.284031167,0,0.0311968,0.15981689699999999,0,1.038455379,0,1.7361249,0.0,0.7197503000000001,0.661165679,0.0,0,0,0.0091638,0.010056,4.33e-05,0.010679476,0.013662,0,-1.03174705,0,0,2.19965425,-0.0022448,-0.0088818,0,0.0,0.001796286,8.1e-05,-0.723561593,0,0.000103354,0,0.0,0.0,0.007979909,0.009404381,0.0,0.434923558,0,0.84590968,0.110128172,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.8080000000000003,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC3,MOLT-4,0.024061832999999998,0.0,1.274128182,0,0,0.009111071,0.344138733,0,0.0,0.006581999999999999,0.649340583,0,0.02677604,0.0,0,0.939133414,0,1.8123431,0.0,0.4850206,0.38953275,0.0,0,0,0.009990899999999999,0.008631,4.7799999999999996e-05,0.01085319,0.010663500000000001,0,-0.91265975,0,0,0.69559325,-0.001911067,-2.0983994999999998,0,0.0,0.002623143,6.95e-05,1.858274704,0,8.87e-05,0,0.010632222,0.0,0.006849182,0.009421333,0.047845,0.987745814,0,0.84790096,0.08300531,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.8080000000000003,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC3,RPMI-8226,0.015898167,0.0,1.910482848,0,0,0.00992,0.483325,0,0.0,0.0025,0.277154528,0,0.0288782,0.14703055199999998,0,0.962688345,0,-2.1345713,0.0,0.536208667,0.740059893,0.0,0,0,0.0095976,0.00930825,4.57e-05,0.010770618999999999,0.012089,0,0.9272459000000001,0,0,1.5728295,-0.002069867,-0.008073,0,0.0,0.001662714,7.49e-05,2.9924425930000003,0,9.570000000000001e-05,0,0.010594667,0.0,0.0073869090000000005,0.009413143,0.047675999999999996,0.48710211600000003,0,1.68591636,0.001118724,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.8080000000000003,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC3,SR,-0.009350917,0.0335829,1.274124697,0,0,0.009426119,0.28957473300000003,0,0.0,0.0025,0.60337775,0,0.0275944,0.0,0,1.082369552,0,-2.1386135,0.0,0.806342333,0.3535455,0.0,0,0,0.0098376,0.008895,4.7e-05,0.010820999999999999,0.011218500000000001,0,1.00048925,0,0,0.41704175,-0.001973,-0.0076253,0,0.0,0.0027034290000000002,7.159999999999999e-05,-0.414079222,0,9.15e-05,0,0.010617556,0.0,0.007058364,0.009418095,0.047779,0.911466953,0,0.84592008,0.002473,17,11,14,17,14,10,15,100,20,18,100,14,22,18,100,15,15,8,100,15,12,16,16,16,100,16,100,100,100,100,100,100,19,17,100,7,100,100,100,16,19,17,16,100,18,15,18,15,9,19,100,17,16,16,9,100,100,13,15,17,17,17,17,17,100,100,16,20,100,8,19,100,100,17,20,100,17,2030,1282,3.36574510390625,3.8080000000000003,AB,SC,-0.936594047,1.0,NEUTRAL,NEUT,NEUTRAL
ABCC4,CCRF-CEM,-0.026726582999999998,0.0,1.910271485,0,0,0.009161,0.34973873299999997,0,0.0,0.00659505,0.616121833,0,0.02690504,0.136581862,0,0.922865345,0,1.9095271,0.0,0.4811819000000001,0.266629679,0.0,0,0,0.009966599999999999,0.00867225,4.77e-05,0.010848143000000001,0.010751,0,-0.9117466000000001,0,0,1.0177855,-0.0019207999999999999,-2.0984035,0,0.0,0.0015491429999999998,6.979999999999999e-05,0.538547259,0,8.92e-05,0,0.01063,0.0,0.006882091,0.009420762,0.047835,0.010998605,0,1.68563196,0.010565655,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.36574510390625,3.642,AB,SC,-0.90728154,0.583333333,NEUTRAL,NEUT,NEUTRAL
ABCC4,HL-60,0.017213667,0.0,1.9102386059999998,0,0,0.010178476,0.7187707329999999,0,0.0,0.00686245,0.571759667,0,0.0295504,0.109103172,0,0.966495448,0,-2.1361613,0.0,0.548392467,0.552800786,0.0,0,0,0.0094719,0.009525,4.5e-05,0.010744238,0.012545,0,0.9399457,0,0,1.59020425,-0.002120533,-0.0083074,0,0.0,0.001701429,7.670000000000001e-05,0.21683548100000002,0,9.790000000000001e-05,0,0.010582666999999999,0.0,0.007558726999999999,0.009410667,0.047622000000000005,0.425837256,0,1.6855958,0.11797603400000001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4400,3300,3.36574510390625,6.5710000000000015,AB,SC,-0.90728154,0.583333333,NEUTRAL,NEUT,NEUTRAL
